,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,128075,远东转债,6.3,162.1,167.777,153.239,156.312,9.6,883.45,3.22,-,4613314,7501773300.361,152.5,846475826,846475826,0.128075,深A,2023-09-27 15:35:00,2023-09-27
1,127014,北方转债,3.77,198.0,215.81,191.02,191.021,7.199,284.88,15.38,-,1520854,3115068738.366,190.801,1057027950,1057027950,0.127014,深A,2023-09-27 15:34:51,2023-09-27
2,123018,溢利转债,3.06,335.88,338.8,273.005,326.001,9.98,570.51,3.2,-,308851,998280258.58,325.9,181833004,181833004,0.123018,深A,2023-09-27 15:34:12,2023-09-27
3,127029,中钢转债,2.98,150.6,153.5,145.995,146.0,4.361,53.2,3.48,-,399393,602332072.145,146.239,1130607061,1130607061,0.127029,深A,2023-09-27 15:34:54,2023-09-27
4,113534,鼎胜转债,2.96,198.241,201.97,192.005,192.549,5.692,51.38,5.2,-,193117,383356999.0,192.549,745170077,745170077,1.113534,沪A,2023-09-27 16:11:37,2023-09-27
5,123127,耐普转债,2.68,139.5,139.561,135.813,136.549,3.644,7.44,3.39,-,29753,41227739.941,135.856,557645391,557645391,0.123127,深A,2023-09-27 15:34:12,2023-09-27
6,123192,科思转债,2.56,160.0,165.83,155.473,156.062,4.0,21.83,12.3,-,158260,256950691.385,156.0,1159868480,1159868480,0.123192,深A,2023-09-27 15:34:27,2023-09-27
7,113618,美诺转债,2.42,112.944,117.329,110.102,110.102,2.664,108.57,134.63,-,517615,593026376.0,110.28,538477462,538477462,1.113618,沪A,2023-09-27 16:11:13,2023-09-27
8,123188,水羊转债,2.36,157.1,165.25,153.018,153.275,3.621,39.25,10.67,-,272770,435057977.101,153.479,1091824577,1091824577,0.123188,深A,2023-09-27 15:34:36,2023-09-27
9,123161,强联转债,2.3,116.69,118.9,114.036,114.036,2.62,9.59,10.27,-,115996,135853262.911,114.07,1411914460,1411914460,0.123161,深A,2023-09-27 15:34:12,2023-09-27
10,123172,漱玉转债,2.27,121.5,122.944,118.577,118.899,2.699,18.14,2.63,-,145123,176341141.17,118.801,971992832,971992832,0.123172,深A,2023-09-27 15:34:42,2023-09-27
11,113660,寿22转债,2.27,140.197,142.891,136.713,137.199,3.113,9.17,4.0,-,36450,51066391.0,137.084,557564591,557564591,1.113660,沪A,2023-09-27 16:11:43,2023-09-27
12,123129,锦鸡转债,2.23,116.98,117.0,114.3,114.366,2.55,11.37,6.73,-,68198,79336977.975,114.43,701859879,701859879,0.123129,深A,2023-09-27 15:34:45,2023-09-27
13,111000,起帆转债,2.04,121.881,122.47,119.25,119.9,2.438,5.72,5.07,-,57136,69565383.0,119.443,1217916612,1217916612,1.111000,沪A,2023-09-27 16:11:07,2023-09-27
14,123052,飞鹿转债,2.03,145.65,146.07,142.535,142.928,2.903,47.02,3.34,-,70626,102416617.82,142.747,218751589,218751589,0.123052,深A,2023-09-27 15:34:27,2023-09-27
15,113039,嘉泽转债,2.0,139.359,139.98,136.5,136.521,2.729,4.19,0.83,-,12044,16651977.0,136.63,400992423,400992423,1.113039,沪A,2023-09-27 16:11:10,2023-09-27
16,123121,帝尔转债,1.98,128.39,130.526,125.35,125.35,2.49,35.48,3.8,-,294688,378838982.865,125.9,1066433660,1066433660,0.123121,深A,2023-09-27 15:34:54,2023-09-27
17,127063,贵轮转债,1.95,157.2,157.5,153.238,153.94,3.01,3.6,1.01,-,56774,88614603.769,154.19,2476201667,2476201667,0.127063,深A,2023-09-27 15:34:18,2023-09-27
18,127058,科伦转债,1.92,183.898,184.073,179.21,179.21,3.472,5.7,1.63,-,115915,212092855.927,180.426,3740654690,3740654690,0.127058,深A,2023-09-27 15:34:27,2023-09-27
19,127088,赫达转债,1.91,128.0,128.403,125.69,125.69,2.401,1.39,0.94,-,8328,10607374.587,125.599,768000000,768000000,0.127088,深A,2023-09-27 15:34:45,2023-09-27
20,118004,博瑞转债,1.91,119.322,120.697,116.055,116.601,2.233,114.93,2.42,-,534409,635175648.0,117.089,554823436,554823436,1.118004,沪A,2023-09-27 16:11:19,2023-09-27
21,123162,东杰转债,1.84,124.55,129.88,122.37,122.37,2.25,98.22,61.43,-,552547,699636918.202,122.3,700702358,700702358,0.123162,深A,2023-09-27 15:34:12,2023-09-27
22,113661,福22转债,1.83,113.171,113.522,110.993,111.1,2.031,1.31,2.61,-,39640,44640225.0,111.14,3428999477,3428999477,1.113661,沪A,2023-09-27 16:12:01,2023-09-27
23,113588,润达转债,1.8,138.644,145.678,135.962,135.962,2.445,71.18,5.88,-,390475,548973513.0,136.199,760564521,760564521,1.113588,沪A,2023-09-27 16:11:07,2023-09-27
24,118037,上声转债,1.69,180.942,181.2,176.501,177.662,3.001,4.16,1.25,-,21625,38719162.0,177.941,940898400,940898400,1.118037,沪A,2023-09-27 16:11:13,2023-09-27
25,113064,东材转债,1.68,131.99,132.05,129.711,129.711,2.175,0.91,1.15,-,12792,16785144.0,129.815,1847790045,1847790045,1.113064,沪A,2023-09-27 16:11:58,2023-09-27
26,113654,永02转债,1.63,122.916,123.373,120.59,121.299,1.972,2.7,1.27,-,16485,20203787.0,120.944,750361618,750361618,1.113654,沪A,2023-09-27 16:11:37,2023-09-27
27,118042,奥维转债,1.58,118.251,121.473,116.1,116.53,1.84,8.1,6.79,-,92354,109516207.0,116.411,1348061400,1348061400,1.118042,沪A,2023-09-27 16:11:31,2023-09-27
28,123071,天能转债,1.58,128.888,139.546,126.651,126.651,2.001,54.58,78.8,-,378806,501230151.921,126.887,894547293,894547293,0.123071,深A,2023-09-27 15:34:30,2023-09-27
29,123147,中辰转债,1.58,129.89,130.06,127.728,128.375,2.015,0.93,1.23,-,5321,6889646.294,127.875,740982704,740982704,0.123147,深A,2023-09-27 15:35:06,2023-09-27
30,113519,长久转债,1.57,138.037,138.18,135.6,135.6,2.14,18.28,1.18,-,71898,98650590.0,135.897,542868187,542868187,1.113519,沪A,2023-09-27 16:11:58,2023-09-27
31,123160,泰福转债,1.57,125.196,125.3,123.08,123.523,1.93,3.52,1.34,-,11791,14681070.636,123.266,419265755,419265755,0.123160,深A,2023-09-27 15:34:09,2023-09-27
32,123099,普利转债,1.53,130.957,131.067,129.3,129.3,1.979,9.34,1.24,-,79330,103495502.178,128.978,1112663055,1112663055,0.123099,深A,2023-09-27 15:34:48,2023-09-27
