,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,128030,天康转债,9.81,239.999,246.0,217.125,219.77,21.441,726.86,11.29,-,577604,1361440124.51,218.558,190716645,190716645,0.128030,深A,2023-08-07 15:34:57,2023-08-07
1,110058,永鼎转债,8.54,202.33,212.0,188.402,188.402,15.928,1997.46,2.09,-,5194679,10610630443.0,186.402,526188908,526188908,1.110058,沪A,2023-08-07 16:12:03,2023-08-07
2,128140,润建转债,5.68,146.891,150.5,138.36,139.6,7.891,152.73,9.65,-,868707,1278272947.624,139.0,835482223,835482223,0.128140,深A,2023-08-07 15:34:45,2023-08-07
3,123181,亚康转债,5.22,276.964,289.663,272.13,275.77,13.744,544.35,1.83,-,1420751,4008534998.379,263.22,722876040,722876040,0.123181,深A,2023-08-07 15:34:54,2023-08-07
4,113565,宏辉转债,3.31,125.896,127.55,121.636,122.07,4.039,235.94,52.9,-,530448,667846486.0,121.857,283043416,283043416,1.113565,沪A,2023-08-07 16:11:09,2023-08-07
5,128049,华源转债,2.96,130.099,133.807,128.7,131.2,3.745,155.3,28.72,-,563904,739299998.595,126.354,472393242,472393242,0.128049,深A,2023-08-07 15:34:42,2023-08-07
6,113671,武进转债,2.84,145.387,152.468,138.9,141.26,4.012,437.97,4.05,-,1357719,2000438923.0,141.375,450699700,450699700,1.113671,沪A,2023-08-07 16:11:17,2023-08-07
7,123025,精测转债,2.74,238.8,238.8,227.77,232.655,6.377,71.39,0.82,-,220305,515580787.566,232.423,736967605,736967605,0.123025,深A,2023-08-07 15:34:27,2023-08-07
8,113578,全筑转债,1.62,94.447,95.487,93.309,95.0,1.508,21.21,1.5,-,81152,76444487.0,92.939,361396818,361396818,1.113578,沪A,2023-08-07 16:11:39,2023-08-07
9,123173,恒锋转债,1.37,147.999,149.22,145.78,146.9,2.007,85.94,3.54,-,208258,307990816.228,145.992,358632509,358632509,0.123173,深A,2023-08-07 15:34:33,2023-08-07
10,113530,大丰转债,1.31,137.394,139.123,135.44,135.44,1.772,5.95,3.13,-,37460,51521334.0,135.622,865251080,865251080,1.113530,沪A,2023-08-07 16:11:27,2023-08-07
11,110091,合力转债,1.27,174.0,176.853,171.711,172.08,2.177,5.85,1.59,-,119706,208867197.0,171.823,3562151142,3562151142,1.110091,沪A,2023-08-07 16:11:27,2023-08-07
12,123127,耐普转债,1.21,135.454,136.726,133.659,134.223,1.624,8.93,1.51,-,35694,48240420.634,133.83,541471676,541471676,0.123127,深A,2023-08-07 15:34:06,2023-08-07
13,118037,上声转债,1.19,202.745,213.963,200.074,204.0,2.386,141.71,0.95,-,736874,1517249870.0,200.359,1054274000,1054274000,1.118037,沪A,2023-08-07 16:11:29,2023-08-07
14,110074,精达转债,1.11,150.668,156.25,146.714,148.018,1.65,155.1,1.43,-,790024,1205485549.0,149.018,767466481,767466481,1.110074,沪A,2023-08-07 16:11:27,2023-08-07
15,128074,游族转债,1.1,133.9,137.1,132.2,132.37,1.463,46.29,2.35,-,315808,426116875.75,132.437,913548282,913548282,0.128074,深A,2023-08-07 15:34:12,2023-08-07
16,128041,盛路转债,1.09,370.79,376.73,367.432,369.0,3.984,93.78,1.02,-,49569,184230807.91,366.806,195997369,195997369,0.128041,深A,2023-08-07 15:34:39,2023-08-07
17,128070,智能转债,1.05,154.0,155.498,152.186,152.886,1.6,126.01,1.04,-,288782,445173492.706,152.4,352918412,352918412,0.128070,深A,2023-08-07 15:34:15,2023-08-07
18,123112,万讯转债,0.93,145.09,145.77,143.472,143.76,1.33,19.96,0.42,-,45220,65420343.0,143.76,328691094,328691094,0.123112,深A,2023-08-07 15:35:03,2023-08-07
19,123164,法本转债,0.88,148.3,149.157,146.73,147.482,1.29,20.96,1.21,-,125737,186274566.443,147.01,889845973,889845973,0.123164,深A,2023-08-07 15:34:33,2023-08-07
20,123092,天壕转债,0.84,224.591,224.882,222.001,222.281,1.881,2.33,0.71,-,9310,20794465.69,222.71,897654292,897654292,0.123092,深A,2023-08-07 15:34:06,2023-08-07
21,113027,华钰转债,0.82,156.339,158.342,154.0,155.693,1.271,63.51,0.85,-,151496,237287143.0,155.068,372949811,372949811,1.113027,沪A,2023-08-07 16:11:57,2023-08-07
22,113584,家悦转债,0.79,108.248,108.25,107.217,107.5,0.848,4.5,4.02,-,29042,31348611.0,107.4,697991764,697991764,1.113584,沪A,2023-08-07 16:12:03,2023-08-07
23,127065,瑞鹄转债,0.76,223.191,233.0,217.5,219.638,1.69,233.54,0.71,-,763595,1725185477.445,221.501,729758239,729758239,0.127065,深A,2023-08-07 15:34:24,2023-08-07
24,123054,思特转债,0.72,139.189,139.58,138.0,138.736,0.99,16.13,1.57,-,33446,46467189.024,138.199,288538797,288538797,0.123054,深A,2023-08-07 15:34:33,2023-08-07
