,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,113680,丽岛转债,9.78,216.182,218.0,195.7,195.7,19.262,201.15,2.08,-,603438,1264921802.0,196.92,648546000,648546000,1.113680,沪A,2023-12-12 16:11:25,2023-12-12
1,128085,鸿达转债,8.84,82.5,83.8,74.803,74.803,6.699,228.85,17.59,-,771425,621721776.37,75.801,278092650,278092650,0.128085,深A,2023-12-12 15:34:42,2023-12-12
2,123227,雅创转债,7.13,211.001,212.856,193.605,193.605,14.051,147.38,1.26,-,534989,1089252389.772,196.95,765933630,765933630,0.123227,深A,2023-12-12 15:34:57,2023-12-12
3,127097,三羊转债,3.83,271.003,274.44,262.075,262.075,10.001,112.46,1.28,-,236157,635488644.243,261.002,569106300,569106300,0.127097,深A,2023-12-12 15:35:03,2023-12-12
4,128090,汽模转2,3.67,144.0,155.823,139.6,139.6,5.096,1130.99,2.41,-,3498092,5229358329.207,138.904,445386096,445386096,0.128090,深A,2023-12-12 15:34:33,2023-12-12
5,113575,东时转债,3.41,167.156,169.9,161.628,161.628,5.512,363.9,5.24,-,357456,596667572.0,161.644,164195667,164195667,1.113575,沪A,2023-12-12 16:11:19,2023-12-12
6,123054,思特转债,2.95,178.2,188.888,170.574,172.0,5.1,1249.63,2.2,-,2092391,3827362316.955,173.1,298379862,298379862,0.123054,深A,2023-12-12 15:34:09,2023-12-12
7,111008,沿浦转债,2.8,133.213,135.109,129.354,129.7,3.63,74.93,3.24,-,287663,382044961.0,129.583,511406306,511406306,1.111008,沪A,2023-12-12 16:11:34,2023-12-12
8,127065,瑞鹄转债,2.43,218.0,222.079,210.993,212.71,5.18,254.69,1.84,-,475914,1034107327.3,212.82,407349132,407349132,0.127065,深A,2023-12-12 15:34:51,2023-12-12
9,113569,科达转债,2.4,128.153,134.58,121.588,132.0,3.004,737.96,1.78,-,3798301,4877373168.0,125.149,659605798,659605798,1.113569,沪A,2023-12-12 16:11:13,2023-12-12
10,123163,金沃转债,2.34,127.419,128.478,125.0,125.0,2.919,30.51,0.79,-,94579,120348595.556,124.5,394986158,394986158,0.123163,深A,2023-12-12 15:34:06,2023-12-12
11,123230,金钟转债,2.32,198.4,199.5,191.16,194.264,4.5,52.99,0.29,-,185472,365545497.526,193.9,694400000,694400000,0.123230,深A,2023-12-12 15:34:09,2023-12-12
12,127069,小熊转债,1.92,124.498,124.65,122.0,122.203,2.347,5.25,1.19,-,26461,32754406.215,122.151,627652185,627652185,0.127069,深A,2023-12-12 15:34:06,2023-12-12
13,127058,科伦转债,1.85,180.5,183.65,178.341,178.341,3.278,8.45,2.45,-,156613,283696297.689,177.222,3346606458,3346606458,0.127058,深A,2023-12-12 15:34:42,2023-12-12
14,127084,柳工转2,1.79,118.955,119.18,116.01,116.45,2.092,1.2,2.12,-,35883,42548499.732,116.863,3568599682,3568599682,0.127084,深A,2023-12-12 15:34:57,2023-12-12
15,128134,鸿路转债,1.67,109.19,109.19,107.185,107.558,1.79,2.84,1.17,-,44723,48429841.42,107.4,1717355061,1717355061,0.128134,深A,2023-12-12 15:34:48,2023-12-12
16,123171,共同转债,1.55,118.455,118.455,116.672,116.815,1.805,3.83,1.78,-,14534,17121333.02,116.65,450067522,450067522,0.123171,深A,2023-12-12 15:34:18,2023-12-12
17,123177,测绘转债,1.44,151.58,152.33,149.099,149.099,2.151,41.38,2.59,-,100825,152463477.96,149.429,369374843,369374843,0.123177,深A,2023-12-12 15:34:24,2023-12-12
18,127039,北港转债,1.42,121.112,121.468,119.25,119.421,1.691,1.27,2.23,-,22355,27013800.386,119.421,2135270324,2135270324,0.127039,深A,2023-12-12 15:35:03,2023-12-12
