,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,白电转债,113549,2023-11-07 09:31,127.232,127.013,127.258,126.825,738,937593.0,0.34,-0.08,-0.1,0.09
1,白电转债,113549,2023-11-07 09:32,126.954,127.049,127.125,126.839,930,1180818.0,0.23,0.03,0.036,0.12
2,白电转债,113549,2023-11-07 09:33,127.122,127.145,127.151,126.991,555,705461.0,0.13,0.08,0.096,0.07
3,白电转债,113549,2023-11-07 09:34,127.101,127.022,127.138,126.991,513,651841.0,0.12,-0.1,-0.123,0.06
4,白电转债,113549,2023-11-07 09:35,127.062,127.135,127.15,127.039,487,618901.0,0.09,0.09,0.113,0.06
5,白电转债,113549,2023-11-07 09:36,127.197,127.613,127.613,127.14,816,1038486.0,0.37,0.38,0.478,0.1
6,白电转债,113549,2023-11-07 09:37,127.535,127.877,127.9,127.535,458,585141.0,0.29,0.21,0.264,0.06
7,白电转债,113549,2023-11-07 09:38,127.886,127.921,128.06,127.76,812,1038178.0,0.23,0.03,0.044,0.1
8,白电转债,113549,2023-11-07 09:39,127.906,127.715,127.906,127.674,448,572589.0,0.18,-0.16,-0.206,0.06
9,白电转债,113549,2023-11-07 09:40,127.744,127.838,127.838,127.744,288,368034.0,0.07,0.1,0.123,0.04
10,白电转债,113549,2023-11-07 09:41,127.787,127.811,127.91,127.772,235,300406.0,0.11,-0.02,-0.027,0.03
11,白电转债,113549,2023-11-07 09:42,127.809,127.629,127.809,127.621,287,366620.0,0.15,-0.14,-0.182,0.04
12,白电转债,113549,2023-11-07 09:43,127.666,127.758,127.758,127.53,218,278216.0,0.18,0.1,0.129,0.03
13,白电转债,113549,2023-11-07 09:44,127.758,127.797,127.842,127.758,235,300324.0,0.07,0.03,0.039,0.03
14,白电转债,113549,2023-11-07 09:45,127.868,128.085,128.085,127.759,320,409140.0,0.26,0.23,0.288,0.04
15,白电转债,113549,2023-11-07 09:46,127.96,128.053,128.062,127.96,275,351991.0,0.08,-0.02,-0.032,0.03
16,白电转债,113549,2023-11-07 09:47,128.058,127.899,128.061,127.871,228,291740.0,0.15,-0.12,-0.154,0.03
17,白电转债,113549,2023-11-07 09:48,127.874,127.888,128.201,127.874,812,1039801.0,0.26,-0.01,-0.011,0.1
18,白电转债,113549,2023-11-07 09:49,127.978,127.923,128.031,127.918,94,120284.0,0.09,0.03,0.035,0.01
19,白电转债,113549,2023-11-07 09:50,127.923,128.144,128.5,127.923,682,873966.0,0.45,0.17,0.221,0.08
20,白电转债,113549,2023-11-07 09:51,128.127,128.213,128.317,127.999,420,538391.0,0.25,0.05,0.069,0.05
21,白电转债,113549,2023-11-07 09:52,128.216,128.378,128.44,128.216,356,456839.0,0.17,0.13,0.165,0.04
