,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,湖广转债,127007,2023-11-21 09:31,121.995,122.191,122.397,121.9,1702,2078727.0,0.41,0.08,0.101,0.46
1,湖广转债,127007,2023-11-21 09:32,122.244,122.243,122.322,122.118,1088,1329994.0,0.17,0.04,0.052,0.3
2,湖广转债,127007,2023-11-21 09:33,122.13,122.182,122.247,122.0,1015,1239077.0,0.2,-0.05,-0.061,0.28
3,湖广转债,127007,2023-11-21 09:34,122.247,122.35,122.48,122.2,1421,1738348.0,0.23,0.14,0.168,0.39
4,湖广转债,127007,2023-11-21 09:35,122.338,122.2,122.338,122.114,512,626049.0,0.18,-0.12,-0.15,0.14
5,湖广转债,127007,2023-11-21 09:36,122.233,122.354,122.354,122.199,614,750792.0,0.13,0.13,0.154,0.17
6,湖广转债,127007,2023-11-21 09:37,122.284,122.318,122.32,122.221,848,1036942.0,0.08,-0.03,-0.036,0.23
7,湖广转债,127007,2023-11-21 09:38,122.242,122.209,122.266,122.2,600,733383.0,0.05,-0.09,-0.109,0.16
8,湖广转债,127007,2023-11-21 09:39,122.144,122.18,122.261,122.144,460,562115.0,0.1,-0.02,-0.029,0.12
9,湖广转债,127007,2023-11-21 09:40,122.18,122.179,122.257,122.149,212,259048.0,0.09,0.0,-0.001,0.06
10,湖广转债,127007,2023-11-21 09:41,122.229,122.096,122.254,122.096,585,714590.0,0.13,-0.07,-0.083,0.16
11,湖广转债,127007,2023-11-21 09:42,122.1,122.132,122.165,122.096,178,217402.0,0.06,0.03,0.036,0.05
12,湖广转债,127007,2023-11-21 09:43,122.096,122.04,122.101,122.04,222,271038.0,0.05,-0.08,-0.092,0.06
13,湖广转债,127007,2023-11-21 09:44,122.054,121.96,122.054,121.96,498,607596.0,0.08,-0.07,-0.08,0.14
14,湖广转债,127007,2023-11-21 09:45,121.9,121.926,122.038,121.9,396,482986.0,0.11,-0.03,-0.034,0.11
15,湖广转债,127007,2023-11-21 09:46,121.926,121.911,121.96,121.91,126,153626.0,0.04,-0.01,-0.015,0.03
16,湖广转债,127007,2023-11-21 09:47,121.942,122.038,122.038,121.91,200,243989.0,0.1,0.1,0.127,0.05
17,湖广转债,127007,2023-11-21 09:48,121.999,121.999,122.047,121.989,231,281798.0,0.05,-0.03,-0.039,0.06
18,湖广转债,127007,2023-11-21 09:49,122.0,121.906,122.0,121.906,244,297515.0,0.08,-0.08,-0.093,0.07
19,湖广转债,127007,2023-11-21 09:50,121.936,121.915,121.999,121.899,263,320634.0,0.08,0.01,0.009,0.07
20,湖广转债,127007,2023-11-21 09:51,121.992,121.992,122.082,121.915,242,295253.0,0.14,0.06,0.077,0.07
21,湖广转债,127007,2023-11-21 09:52,122.044,122.082,122.083,121.992,363,443018.0,0.07,0.07,0.09,0.1
22,湖广转债,127007,2023-11-21 09:53,122.079,122.068,122.09,122.007,91,111083.0,0.07,-0.01,-0.014,0.02
23,湖广转债,127007,2023-11-21 09:54,122.006,122.026,122.1,122.006,258,314885.0,0.08,-0.03,-0.042,0.07
24,湖广转债,127007,2023-11-21 09:55,122.05,121.998,122.053,121.992,224,273329.0,0.05,-0.02,-0.028,0.06
25,湖广转债,127007,2023-11-21 09:56,121.998,121.96,122.05,121.96,437,533103.0,0.07,-0.03,-0.038,0.12
26,湖广转债,127007,2023-11-21 09:57,121.974,122.049,122.049,121.974,221,269608.0,0.06,0.07,0.089,0.06
27,湖广转债,127007,2023-11-21 09:58,122.051,122.053,122.098,122.012,205,250217.0,0.07,0.0,0.004,0.06
28,湖广转债,127007,2023-11-21 09:59,122.088,122.094,122.17,122.088,221,269856.0,0.07,0.03,0.041,0.06
29,湖广转债,127007,2023-11-21 10:00,122.077,122.0,122.077,121.956,257,313605.0,0.1,-0.08,-0.094,0.07
30,湖广转债,127007,2023-11-21 10:01,122.0,122.128,122.128,122.0,309,377188.0,0.1,0.1,0.128,0.08
31,湖广转债,127007,2023-11-21 10:02,122.04,122.206,122.206,122.0,528,644801.0,0.17,0.06,0.078,0.14
32,湖广转债,127007,2023-11-21 10:03,122.187,122.203,122.205,122.114,155,189384.0,0.07,0.0,-0.003,0.04
33,湖广转债,127007,2023-11-21 10:04,122.204,122.14,122.239,122.101,341,416632.0,0.11,-0.05,-0.063,0.09
34,湖广转债,127007,2023-11-21 10:05,122.162,122.108,122.17,122.107,68,83051.0,0.05,-0.03,-0.032,0.02
35,湖广转债,127007,2023-11-21 10:06,122.163,122.124,122.163,122.063,83,101357.0,0.08,0.01,0.016,0.02
36,湖广转债,127007,2023-11-21 10:07,122.148,122.07,122.148,122.07,36,43960.0,0.06,-0.04,-0.054,0.01
37,湖广转债,127007,2023-11-21 10:08,122.107,122.142,122.143,122.107,145,177087.0,0.03,0.06,0.072,0.04
38,湖广转债,127007,2023-11-21 10:09,122.143,122.21,122.25,122.143,381,465677.0,0.09,0.06,0.068,0.1
39,湖广转债,127007,2023-11-21 10:10,122.242,122.296,122.3,122.242,585,715251.0,0.05,0.07,0.086,0.16
40,湖广转债,127007,2023-11-21 10:11,122.294,122.192,122.294,122.192,181,221250.0,0.08,-0.09,-0.104,0.05
41,湖广转债,127007,2023-11-21 10:12,122.217,122.26,122.273,122.193,233,284768.0,0.07,0.06,0.068,0.06
42,湖广转债,127007,2023-11-21 10:13,122.222,122.191,122.223,122.143,106,129500.0,0.07,-0.06,-0.069,0.03
43,湖广转债,127007,2023-11-21 10:14,122.19,122.186,122.191,122.147,76,92850.0,0.04,0.0,-0.005,0.02
44,湖广转债,127007,2023-11-21 10:15,122.191,122.192,122.226,122.191,191,233417.0,0.03,0.0,0.006,0.05
45,湖广转债,127007,2023-11-21 10:16,122.2,122.243,122.244,122.199,223,272524.0,0.04,0.04,0.051,0.06
46,湖广转债,127007,2023-11-21 10:17,122.184,122.25,122.281,122.184,369,451066.0,0.08,0.01,0.007,0.1
47,湖广转债,127007,2023-11-21 10:18,122.25,122.261,122.312,122.15,1454,1777834.0,0.13,0.01,0.011,0.4
48,湖广转债,127007,2023-11-21 10:19,122.26,122.588,122.68,122.24,1399,1713931.0,0.36,0.27,0.327,0.38
49,湖广转债,127007,2023-11-21 10:20,122.612,122.597,122.612,122.474,1087,1332066.0,0.11,0.01,0.009,0.3
50,湖广转债,127007,2023-11-21 10:21,122.494,122.368,122.515,122.368,533,652681.0,0.12,-0.19,-0.229,0.14
51,湖广转债,127007,2023-11-21 10:22,122.31,122.36,122.366,122.31,184,225104.0,0.05,-0.01,-0.008,0.05
52,湖广转债,127007,2023-11-21 10:23,122.318,122.309,122.408,122.307,400,489429.0,0.08,-0.04,-0.051,0.11
53,湖广转债,127007,2023-11-21 10:24,122.257,122.283,122.345,122.257,117,143063.0,0.07,-0.02,-0.026,0.03
54,湖广转债,127007,2023-11-21 10:25,122.284,122.477,122.477,122.284,476,582909.0,0.16,0.16,0.194,0.13
55,湖广转债,127007,2023-11-21 10:26,122.596,123.477,124.445,122.596,11714,14477311.0,1.51,0.82,1.0,3.18
56,湖广转债,127007,2023-11-21 10:27,123.549,123.194,123.549,123.11,2930,3612415.0,0.36,-0.23,-0.283,0.8
57,湖广转债,127007,2023-11-21 10:28,123.081,122.86,123.186,122.849,1641,2017623.0,0.27,-0.27,-0.334,0.45
58,湖广转债,127007,2023-11-21 10:29,122.899,122.661,122.899,122.57,2330,2857340.0,0.27,-0.16,-0.199,0.63
