,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,123222,博俊转债,57.3,157.3,157.3,130.0,130.0,57.3,6.23,-,-,31167,45727511.7,100.0,786500000,786500000,0.123222,深A,2023-09-28 15:34:36,2023-09-28
1,123018,溢利转债,11.66,375.032,375.999,328.35,339.0,39.152,817.03,3.26,-,442312,1562602909.455,335.88,203028449,203028449,0.123018,深A,2023-09-28 15:34:27,2023-09-28
2,123038,联得转债,9.41,158.1,171.806,144.54,144.54,13.595,1832.78,61.6,-,2698145,4321316825.436,144.505,232748180,232748180,0.123038,深A,2023-09-28 15:34:30,2023-09-28
3,123118,惠城转债,6.02,346.99,348.287,327.6,327.6,19.69,174.56,4.57,-,297479,1016916731.134,327.3,591332724,591332724,0.123118,深A,2023-09-28 15:34:15,2023-09-28
4,127065,瑞鹄转债,5.4,224.5,226.55,213.0,213.0,11.5,171.87,2.29,-,484851,1072373573.436,213.0,633316970,633316970,0.127065,深A,2023-09-28 15:34:21,2023-09-28
5,123176,精测转2,3.73,163.0,168.5,156.67,157.141,5.857,15.46,5.79,-,197198,323322130.459,157.143,2079786275,2079786275,0.123176,深A,2023-09-28 15:34:27,2023-09-28
6,118021,新致转债,3.63,182.581,183.498,176.8,176.8,6.403,71.63,0.69,-,346602,624615873.0,176.178,883526074,883526074,1.118021,沪A,2023-09-28 16:11:45,2023-09-28
7,123114,三角转债,3.63,133.8,133.8,129.109,129.109,4.692,13.6,26.59,-,122502,162255832.507,129.108,1205022602,1205022602,0.123114,深A,2023-09-28 15:35:03,2023-09-28
8,128091,新天转债,3.43,172.735,175.8,167.15,167.15,5.735,200.14,4.98,-,304870,524547930.44,167.0,263129471,263129471,0.128091,深A,2023-09-28 15:34:42,2023-09-28
9,113667,春23转债,3.3,120.887,122.888,117.029,117.029,3.858,22.43,9.75,-,127828,154056299.0,117.029,689052273,689052273,1.113667,沪A,2023-09-28 16:11:54,2023-09-28
10,113621,彤程转债,3.08,139.042,141.5,134.7,134.878,4.161,49.4,14.12,-,265068,368937962.0,134.881,746009690,746009690,1.113621,沪A,2023-09-28 16:12:00,2023-09-28
11,123022,长信转债,3.02,139.8,140.36,135.825,136.0,4.1,10.31,3.29,-,26407,36732520.47,135.7,358220165,358220165,0.123022,深A,2023-09-28 15:34:30,2023-09-28
12,123187,超达转债,2.75,178.78,192.459,174.15,174.15,4.78,208.95,7.3,-,979991,1814627008.977,174.0,838478200,838478200,0.123187,深A,2023-09-28 15:34:45,2023-09-28
13,113577,春秋转债,2.63,124.986,127.76,121.83,122.46,3.2,117.55,7.45,-,208941,262121099.0,121.786,222151366,222151366,1.113577,沪A,2023-09-28 16:11:12,2023-09-28
14,110068,龙净转债,2.58,158.337,158.99,153.587,154.205,3.981,3.17,1.66,-,59503,93546754.0,154.356,2970141181,2970141181,1.110068,沪A,2023-09-28 16:11:36,2023-09-28
15,110090,爱迪转债,2.45,143.128,144.0,139.71,140.175,3.418,3.3,1.87,-,51825,73887527.0,139.71,2246918667,2246918667,1.110090,沪A,2023-09-28 16:11:15,2023-09-28
16,123167,商络转债,2.42,134.985,135.98,132.0,132.0,3.185,10.67,2.12,-,42139,56605305.796,131.8,533285105,533285105,0.123167,深A,2023-09-28 15:34:54,2023-09-28
17,118037,上声转债,2.37,185.227,186.84,181.0,182.48,4.285,15.12,4.51,-,78647,145264563.0,180.942,963180400,963180400,1.118037,沪A,2023-09-28 16:11:54,2023-09-28
18,113673,岱美转债,2.36,142.739,145.333,139.65,139.65,3.285,4.5,3.28,-,40858,58368936.0,139.454,1295983049,1295983049,1.113673,沪A,2023-09-28 16:11:42,2023-09-28
19,128036,金农转债,2.25,140.69,141.66,137.25,137.5,3.09,99.89,0.98,-,145364,203777263.33,137.6,204730822,204730822,0.128036,深A,2023-09-28 15:34:18,2023-09-28
20,111013,新港转债,2.24,158.714,164.816,155.678,155.678,3.474,122.74,1.42,-,452845,730403197.0,155.24,585575303,585575303,1.111013,沪A,2023-09-28 16:11:42,2023-09-28
21,123092,天壕转债,2.18,198.777,199.0,194.5,195.5,4.239,2.75,2.04,-,10973,21667298.908,194.538,794479666,794479666,0.123092,深A,2023-09-28 15:34:39,2023-09-28
22,123193,海能转债,2.16,118.691,118.868,116.245,116.245,2.513,1.17,1.99,-,7047,8329574.299,116.178,712146000,712146000,0.123193,深A,2023-09-28 15:34:45,2023-09-28
23,110058,永鼎转债,2.16,159.59,160.919,157.0,157.0,3.368,96.09,0.88,-,249871,398506881.0,156.222,415000549,415000549,1.110058,沪A,2023-09-28 16:11:36,2023-09-28
24,123096,思创转债,2.12,101.715,101.999,99.8,99.8,2.115,5.88,1.22,-,48047,48576989.73,99.6,830705795,830705795,0.123096,深A,2023-09-28 15:34:06,2023-09-28
25,128122,兴森转债,2.11,139.56,141.57,136.579,136.622,2.89,23.48,2.33,-,63043,88032060.751,136.67,374670591,374670591,0.128122,深A,2023-09-28 15:35:00,2023-09-28
26,123204,金丹转债,2.06,124.21,124.4,121.55,121.8,2.51,2.11,1.6,-,14793,18206863.359,121.7,869470000,869470000,0.123204,深A,2023-09-28 15:35:03,2023-09-28
27,110060,天路转债,2.06,138.15,138.843,135.1,135.35,2.791,13.85,1.24,-,97750,134308506.0,135.359,975164378,975164378,1.110060,沪A,2023-09-28 16:11:24,2023-09-28
28,127014,北方转债,1.97,201.9,205.9,198.701,198.9,3.9,86.5,1.2,-,461765,936419714.134,198.0,1077838103,1077838103,0.127014,深A,2023-09-28 15:34:42,2023-09-28
29,123035,利德转债,1.92,127.83,128.039,125.36,126.073,2.413,1.73,0.96,-,13781,17509248.66,125.417,1021024612,1021024612,0.123035,深A,2023-09-28 15:34:36,2023-09-28
30,128120,联诚转债,1.88,131.17,131.4,128.504,129.1,2.42,18.99,1.56,-,49304,63929489.96,128.75,340583167,340583167,0.128120,深A,2023-09-28 15:35:03,2023-09-28
