,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,迪龙转债,128033,2023-07-11 09:31,124.436,124.07,124.436,123.836,288,357296.0,0.48,-0.1,-0.12,0.1
1,迪龙转债,128033,2023-07-11 09:32,123.973,124.179,124.244,123.973,143,177477.0,0.22,0.09,0.109,0.05
2,迪龙转债,128033,2023-07-11 09:33,124.212,124.157,124.343,124.157,163,202549.0,0.15,-0.02,-0.022,0.05
3,迪龙转债,128033,2023-07-11 09:34,124.102,124.357,124.463,124.08,237,294718.0,0.31,0.16,0.2,0.08
4,迪龙转债,128033,2023-07-11 09:35,124.46,124.437,124.46,124.245,102,126790.0,0.17,0.06,0.08,0.03
5,迪龙转债,128033,2023-07-11 09:36,124.356,124.3,124.356,124.206,118,146625.0,0.12,-0.11,-0.137,0.04
6,迪龙转债,128033,2023-07-11 09:37,124.247,124.345,124.345,124.247,105,130521.0,0.08,0.04,0.045,0.04
7,迪龙转债,128033,2023-07-11 09:38,124.2,124.357,124.357,124.2,181,225024.0,0.13,0.01,0.012,0.06
8,迪龙转债,128033,2023-07-11 09:39,124.457,124.38,124.462,124.355,155,192806.0,0.09,0.02,0.023,0.05
9,迪龙转债,128033,2023-07-11 09:40,124.44,124.33,124.44,124.3,12,14922.0,0.11,-0.04,-0.05,0.0
10,迪龙转债,128033,2023-07-11 09:41,124.267,124.367,124.5,124.267,142,176669.0,0.19,0.03,0.037,0.05
11,迪龙转债,128033,2023-07-11 09:42,124.367,124.174,124.367,124.174,141,175280.0,0.16,-0.16,-0.193,0.05
12,迪龙转债,128033,2023-07-11 09:43,124.156,124.269,124.298,124.156,90,111855.0,0.11,0.08,0.095,0.03
13,迪龙转债,128033,2023-07-11 09:44,124.3,124.352,124.352,124.3,44,54713.0,0.04,0.07,0.083,0.01
14,迪龙转债,128033,2023-07-11 09:45,124.345,124.252,124.345,124.252,63,78334.0,0.07,-0.08,-0.1,0.02
15,迪龙转债,128033,2023-07-11 09:46,124.252,124.352,124.36,124.252,46,57201.0,0.09,0.08,0.1,0.02
16,迪龙转债,128033,2023-07-11 09:47,124.312,124.303,124.4,124.3,36,44774.0,0.08,-0.04,-0.049,0.01
17,迪龙转债,128033,2023-07-11 09:48,124.303,124.236,124.303,124.224,33,40995.0,0.06,-0.05,-0.067,0.01
18,迪龙转债,128033,2023-07-11 09:49,124.222,124.224,124.228,124.2,14,17389.0,0.02,-0.01,-0.012,0.0
19,迪龙转债,128033,2023-07-11 09:50,124.205,124.176,124.205,124.135,14,17384.0,0.06,-0.04,-0.048,0.0
20,迪龙转债,128033,2023-07-11 09:51,124.14,124.0,124.14,124.0,83,102951.0,0.11,-0.14,-0.176,0.03
21,迪龙转债,128033,2023-07-11 09:52,123.954,124.051,124.086,123.954,56,69452.0,0.11,0.04,0.051,0.02
22,迪龙转债,128033,2023-07-11 09:53,124.052,124.072,124.076,124.052,4,4962.0,0.02,0.02,0.021,0.0
23,迪龙转债,128033,2023-07-11 09:54,124.052,124.082,124.135,124.052,7,8688.0,0.07,0.01,0.01,0.0
24,迪龙转债,128033,2023-07-11 09:55,124.082,124.124,124.124,124.081,36,44677.0,0.03,0.03,0.042,0.01
25,迪龙转债,128033,2023-07-11 09:56,124.082,124.098,124.098,124.08,19,23575.0,0.01,-0.02,-0.026,0.01
26,迪龙转债,128033,2023-07-11 09:57,124.08,124.081,124.11,124.08,4,4963.0,0.02,-0.01,-0.017,0.0
27,迪龙转债,128033,2023-07-11 09:58,124.082,124.082,124.082,124.082,4,4963.0,0.0,0.0,0.001,0.0
28,迪龙转债,128033,2023-07-11 09:59,124.083,124.242,124.242,124.083,36,44697.0,0.13,0.13,0.16,0.01
29,迪龙转债,128033,2023-07-11 10:00,124.144,124.134,124.156,124.134,23,28551.0,0.02,-0.09,-0.108,0.01
30,迪龙转债,128033,2023-07-11 10:01,124.134,124.135,124.237,124.134,23,28555.0,0.08,0.0,0.001,0.01
31,迪龙转债,128033,2023-07-11 10:02,124.189,124.137,124.189,124.137,3,3724.0,0.04,0.0,0.002,0.0
32,迪龙转债,128033,2023-07-11 10:03,124.19,124.135,124.19,124.135,3,3724.0,0.04,0.0,-0.002,0.0
33,迪龙转债,128033,2023-07-11 10:04,124.135,124.134,124.135,124.134,5,6206.0,0.0,0.0,-0.001,0.0
34,迪龙转债,128033,2023-07-11 10:05,124.134,124.19,124.19,124.134,6,7450.0,0.05,0.05,0.056,0.0
35,迪龙转债,128033,2023-07-11 10:06,124.223,124.359,124.359,124.223,71,88226.0,0.11,0.14,0.169,0.02
36,迪龙转债,128033,2023-07-11 10:07,124.34,124.341,124.355,124.34,8,9947.0,0.01,-0.01,-0.018,0.0
37,迪龙转债,128033,2023-07-11 10:08,124.41,124.34,124.41,124.339,10,12435.0,0.06,0.0,-0.001,0.0
38,迪龙转债,128033,2023-07-11 10:09,124.339,124.339,124.339,124.339,5,6216.0,0.0,0.0,-0.001,0.0
39,迪龙转债,128033,2023-07-11 10:10,124.41,124.5,124.5,124.41,48,59736.0,0.07,0.13,0.161,0.02
40,迪龙转债,128033,2023-07-11 10:11,124.5,124.42,124.516,124.42,7,8712.0,0.08,-0.06,-0.08,0.0
41,迪龙转债,128033,2023-07-11 10:12,124.42,124.468,124.468,124.408,73,90816.0,0.05,0.04,0.048,0.02
42,迪龙转债,128033,2023-07-11 10:13,124.426,124.41,124.426,124.41,3,3732.0,0.01,-0.05,-0.058,0.0
43,迪龙转债,128033,2023-07-11 10:14,124.41,124.359,124.41,124.359,4,4975.0,0.04,-0.04,-0.051,0.0
44,迪龙转债,128033,2023-07-11 10:15,124.359,124.465,124.576,124.359,81,100843.0,0.17,0.09,0.106,0.03
45,迪龙转债,128033,2023-07-11 10:16,124.36,124.414,124.521,124.36,61,75926.0,0.13,-0.04,-0.051,0.02
