,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,金诚转债,113615,2023-12-27 09:31,306.13,306.56,307.777,306.13,228,699693.0,0.54,0.17,0.53,0.03
1,金诚转债,113615,2023-12-27 09:32,306.725,306.954,307.129,306.725,69,211841.0,0.13,0.13,0.394,0.01
2,金诚转债,113615,2023-12-27 09:33,306.801,306.932,307.497,306.801,253,777203.0,0.23,-0.01,-0.022,0.03
3,金诚转债,113615,2023-12-27 09:34,306.807,306.15,306.888,305.823,202,619245.0,0.35,-0.25,-0.782,0.03
4,金诚转债,113615,2023-12-27 09:35,306.123,305.742,306.434,305.5,344,1052681.0,0.31,-0.13,-0.408,0.05
5,金诚转债,113615,2023-12-27 09:36,305.822,307.024,307.2,305.822,128,392790.0,0.45,0.42,1.282,0.02
6,金诚转债,113615,2023-12-27 09:37,307.049,306.228,307.05,306.006,104,318931.0,0.34,-0.26,-0.796,0.01
7,金诚转债,113615,2023-12-27 09:38,306.276,306.148,306.404,306.031,170,520729.0,0.12,-0.03,-0.08,0.02
8,金诚转债,113615,2023-12-27 09:39,306.178,305.341,306.178,305.153,126,385135.0,0.33,-0.26,-0.807,0.02
9,金诚转债,113615,2023-12-27 09:40,305.306,305.351,305.774,305.193,149,455024.0,0.19,0.0,0.01,0.02
10,金诚转债,113615,2023-12-27 09:41,305.343,305.558,306.038,305.343,68,207907.0,0.23,0.07,0.207,0.01
11,金诚转债,113615,2023-12-27 09:42,305.867,306.05,306.326,305.867,54,165292.0,0.15,0.16,0.492,0.01
12,金诚转债,113615,2023-12-27 09:43,306.059,305.839,306.263,305.616,60,183565.0,0.21,-0.07,-0.211,0.01
13,金诚转债,113615,2023-12-27 09:44,305.582,305.425,305.8,305.408,62,189533.0,0.13,-0.14,-0.414,0.01
14,金诚转债,113615,2023-12-27 09:45,305.405,305.441,305.629,305.405,24,73321.0,0.07,0.01,0.016,0.0
15,金诚转债,113615,2023-12-27 09:46,305.687,305.801,305.801,305.47,42,128370.0,0.11,0.12,0.36,0.01
16,金诚转债,113615,2023-12-27 09:47,305.994,306.06,306.221,305.81,82,250895.0,0.13,0.08,0.259,0.01
17,金诚转债,113615,2023-12-27 09:48,306.06,305.95,306.112,305.95,47,143816.0,0.05,-0.04,-0.11,0.01
18,金诚转债,113615,2023-12-27 09:49,305.854,305.7,305.854,305.6,212,648007.0,0.08,-0.08,-0.25,0.03
19,金诚转债,113615,2023-12-27 09:50,305.794,305.85,306.071,305.5,107,327085.0,0.19,0.05,0.15,0.01
20,金诚转债,113615,2023-12-27 09:51,305.682,305.73,305.73,305.502,42,128332.0,0.07,-0.04,-0.12,0.01
21,金诚转债,113615,2023-12-27 09:52,305.729,306.01,306.01,305.729,16,48926.0,0.09,0.09,0.28,0.0
22,金诚转债,113615,2023-12-27 09:53,305.74,305.956,305.956,305.51,34,103952.0,0.15,-0.02,-0.054,0.0
23,金诚转债,113615,2023-12-27 09:54,305.764,306.498,306.499,305.764,147,450153.0,0.24,0.18,0.542,0.02
24,金诚转债,113615,2023-12-27 09:55,306.119,306.143,306.146,306.002,45,137743.0,0.05,-0.12,-0.355,0.01
25,金诚转债,113615,2023-12-27 09:56,306.2,306.757,306.78,306.2,71,217551.0,0.19,0.2,0.614,0.01
26,金诚转债,113615,2023-12-27 09:57,306.766,306.556,306.888,306.556,118,361985.0,0.11,-0.07,-0.201,0.02
27,金诚转债,113615,2023-12-27 09:58,306.605,306.895,306.993,306.605,84,257748.0,0.13,0.11,0.339,0.01
28,金诚转债,113615,2023-12-27 09:59,306.804,306.957,306.981,306.777,22,67519.0,0.07,0.02,0.062,0.0
29,金诚转债,113615,2023-12-27 10:00,306.764,306.54,306.764,306.54,35,107345.0,0.07,-0.14,-0.417,0.0
30,金诚转债,113615,2023-12-27 10:01,306.749,306.984,307.197,306.749,36,110515.0,0.15,0.14,0.444,0.0
31,金诚转债,113615,2023-12-27 10:02,307.185,307.179,307.189,306.961,52,159680.0,0.07,0.06,0.195,0.01
32,金诚转债,113615,2023-12-27 10:03,306.747,307.114,307.142,306.747,31,95154.0,0.13,-0.02,-0.065,0.0
33,金诚转债,113615,2023-12-27 10:04,307.164,306.894,307.164,306.894,19,58322.0,0.09,-0.07,-0.22,0.0
34,金诚转债,113615,2023-12-27 10:05,306.89,306.89,306.89,306.89,1,3069.0,0.0,0.0,-0.004,0.0
35,金诚转债,113615,2023-12-27 10:06,306.845,306.69,306.845,306.536,52,159532.0,0.1,-0.07,-0.2,0.01
36,金诚转债,113615,2023-12-27 10:07,306.858,307.157,307.157,306.611,63,193331.0,0.18,0.15,0.467,0.01
37,金诚转债,113615,2023-12-27 10:08,307.157,307.15,307.157,307.15,13,39930.0,0.0,0.0,-0.007,0.0
