,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,113680,丽岛转债,6.62,230.491,235.979,212.2,218.0,14.309,266.87,1.96,-,800619,1823397714.0,216.182,691473000,691473000,1.113680,沪A,2023-12-13 16:11:52,2023-12-13
1,111012,福新转债,4.46,130.379,133.54,124.303,124.9,5.568,178.52,69.27,-,765460,1000569648.0,124.811,559031253,559031253,1.111012,沪A,2023-12-13 16:11:34,2023-12-13
2,128053,尚荣转债,3.53,145.5,147.0,140.121,140.121,4.967,167.78,9.25,-,318142,460335810.669,140.533,275888225,275888225,0.128053,深A,2023-12-13 15:34:42,2023-12-13
3,123013,横河转债,3.38,443.0,447.5,427.642,432.497,14.5,314.06,3.98,-,118932,525055322.652,428.5,167760999,167760999,0.123013,深A,2023-12-13 15:35:03,2023-12-13
4,128091,新天转债,2.84,170.0,174.0,164.804,164.91,4.7,217.35,15.13,-,331053,563725977.89,165.3,258937710,258937710,0.128091,深A,2023-12-13 15:35:00,2023-12-13
5,111016,神通转债,2.22,147.453,154.2,143.502,143.999,3.2,157.28,4.3,-,907486,1365449802.0,144.253,850803810,850803810,1.111016,沪A,2023-12-13 16:11:46,2023-12-13
6,113535,大业转债,2.09,127.588,131.56,123.444,124.6,2.612,280.37,3.88,-,306857,395616734.0,124.976,139640983,139640983,1.113535,沪A,2023-12-13 16:11:25,2023-12-13
7,113591,胜达转债,1.88,125.305,126.16,122.212,122.979,2.317,50.5,0.9,-,70947,88526266.0,122.988,176030845,176030845,1.113591,沪A,2023-12-13 16:11:28,2023-12-13
8,118025,奕瑞转债,1.51,128.998,129.61,126.519,126.733,1.925,11.71,1.34,-,168064,215597895.0,127.073,1851077957,1851077957,1.118025,沪A,2023-12-13 16:11:19,2023-12-13
9,123199,山河转债,1.5,120.8,121.379,118.657,118.95,1.79,5.13,4.67,-,16405,19802518.976,119.01,386560000,386560000,0.123199,深A,2023-12-13 15:34:21,2023-12-13
10,127097,三羊转债,1.47,275.0,285.9,262.0,268.536,3.997,200.63,2.89,-,421320,1171823223.156,271.003,577500000,577500000,0.127097,深A,2023-12-13 15:34:48,2023-12-13
11,123178,花园转债,1.4,109.0,110.0,107.205,107.3,1.508,2.71,5.99,-,32477,35441853.644,107.492,1307977110,1307977110,0.123178,深A,2023-12-13 15:34:33,2023-12-13
12,123142,申昊转债,1.39,113.52,116.0,111.421,111.96,1.56,11.62,5.72,-,63849,72973457.742,111.96,623954847,623954847,0.123142,深A,2023-12-13 15:34:48,2023-12-13
13,123162,东杰转债,1.22,114.388,115.21,112.902,113.25,1.378,2.54,2.94,-,14268,16330794.012,113.01,643525383,643525383,0.123162,深A,2023-12-13 15:34:06,2023-12-13
14,113524,奇精转债,1.13,126.224,126.5,124.6,124.817,1.405,5.68,1.89,-,18722,23552619.0,124.819,416156994,416156994,1.113524,沪A,2023-12-13 16:11:37,2023-12-13
15,123054,思特转债,1.0,179.98,189.999,176.759,177.584,1.78,770.76,1.24,-,1290575,2352338185.63,178.2,301360312,301360312,0.123054,深A,2023-12-13 15:34:06,2023-12-13
16,127028,英特转债,0.96,135.798,140.629,134.427,134.501,1.297,37.15,11.93,-,150944,207906922.667,134.501,551703683,551703683,0.127028,深A,2023-12-13 15:34:12,2023-12-13
17,123223,九典转02,0.81,180.888,185.0,178.099,181.362,1.458,106.09,0.75,-,381918,695164099.68,179.43,651196800,651196800,0.123223,深A,2023-12-13 15:34:42,2023-12-13
18,123112,万讯转债,0.77,143.226,145.919,141.6,142.499,1.089,22.99,8.57,-,52081,75124899.78,142.137,324455444,324455444,0.123112,深A,2023-12-13 15:34:33,2023-12-13
19,123010,博世转债,0.73,111.774,112.45,110.86,111.068,0.807,2.95,1.95,-,12669,14146653.53,110.967,480177304,480177304,0.123010,深A,2023-12-13 15:34:57,2023-12-13
20,123150,九强转债,0.67,134.018,134.25,133.0,133.32,0.895,0.37,0.25,-,4094,5472631.768,133.123,1502393913,1502393913,0.123150,深A,2023-12-13 15:34:48,2023-12-13
21,128063,未来转债,0.67,122.2,123.243,120.978,121.444,0.808,4.18,2.14,-,26294,32084200.888,121.392,768819467,768819467,0.128063,深A,2023-12-13 15:35:03,2023-12-13
22,123171,共同转债,0.65,119.22,119.95,117.95,118.454,0.765,6.01,2.49,-,22848,27265978.958,118.455,452974125,452974125,0.123171,深A,2023-12-13 15:34:12,2023-12-13
23,123114,三角转债,0.64,122.95,123.8,121.667,122.17,0.78,4.55,4.51,-,40946,50329836.638,122.17,1107129217,1107129217,0.123114,深A,2023-12-13 15:34:45,2023-12-13
24,128143,锋龙转债,0.62,137.7,138.688,136.61,136.85,0.85,12.14,0.82,-,21047,29009764.972,136.85,238822061,238822061,0.128143,深A,2023-12-13 15:34:30,2023-12-13
25,128037,岩土转债,0.62,113.4,115.688,112.13,112.9,0.7,32.35,1.1,-,194697,222222237.492,112.7,682539745,682539745,0.128037,深A,2023-12-13 15:34:33,2023-12-13
26,111008,沿浦转债,0.62,134.037,135.0,131.841,132.81,0.824,16.88,0.45,-,64798,86630991.0,133.213,514569651,514569651,1.111008,沪A,2023-12-13 16:11:25,2023-12-13
27,128108,蓝帆转债,0.59,101.8,101.858,101.076,101.164,0.6,0.79,1.98,-,12038,12232564.49,101.2,1548155771,1548155771,0.128108,深A,2023-12-13 15:34:30,2023-12-13
28,127088,赫达转债,0.59,133.5,133.96,131.734,132.4,0.778,1.36,0.56,-,8165,10864984.586,132.722,801000000,801000000,0.127088,深A,2023-12-13 15:34:39,2023-12-13
29,123160,泰福转债,0.58,123.438,123.5,122.401,122.7,0.712,4.46,1.68,-,14943,18367392.655,122.726,413378309,413378309,0.123160,深A,2023-12-13 15:35:03,2023-12-13
30,123099,普利转债,0.56,130.919,131.903,129.85,129.85,0.734,9.26,1.05,-,49176,64471278.244,130.185,695421959,695421959,0.123099,深A,2023-12-13 15:34:21,2023-12-13
31,128042,凯中转债,0.56,127.3,128.0,126.128,126.496,0.704,4.66,0.54,-,18744,23822724.71,126.596,511736707,511736707,0.128042,深A,2023-12-13 15:34:57,2023-12-13
32,113044,大秦转债,0.52,117.975,118.02,117.37,117.37,0.616,1.9,1.78,-,529868,624149042.0,117.359,32879022805,32879022805,1.113044,沪A,2023-12-13 16:11:55,2023-12-13
33,118039,煜邦转债,0.5,115.195,116.666,114.32,114.695,0.575,1.82,1.31,-,7469,8623149.0,114.62,473227972,473227972,1.118039,沪A,2023-12-13 16:11:07,2023-12-13
34,113618,美诺转债,0.5,118.041,123.2,117.32,117.333,0.582,63.06,22.08,-,300594,361553504.0,117.459,562716792,562716792,1.113618,沪A,2023-12-13 16:11:22,2023-12-13
35,123227,雅创转债,0.47,212.0,218.63,197.554,210.0,0.999,94.42,0.77,-,342744,717198982.535,211.001,769560000,769560000,0.123227,深A,2023-12-13 15:34:54,2023-12-13
36,123231,信测转债,0.46,130.6,132.666,128.936,129.589,0.6,6.82,1.32,-,37168,48675603.047,130.0,711770000,711770000,0.123231,深A,2023-12-13 15:34:06,2023-12-13
37,123182,广联转债,0.45,112.087,112.142,111.021,111.586,0.504,1.37,1.32,-,9624,10764113.876,111.583,784600481,784600481,0.123182,深A,2023-12-13 15:34:24,2023-12-13
