,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,联得转债,123038,2023-11-28 09:31,148.496,150.207,150.209,148.05,1391,2076342.0,1.45,0.95,1.407,0.95
1,联得转债,123038,2023-11-28 09:32,150.455,151.146,151.3,150.425,2172,3276687.0,0.58,0.63,0.939,1.48
2,联得转债,123038,2023-11-28 09:33,151.204,151.64,151.923,151.204,2127,3224140.0,0.48,0.33,0.494,1.45
3,联得转债,123038,2023-11-28 09:34,151.639,151.062,151.697,151.052,1315,1990966.0,0.43,-0.38,-0.578,0.89
4,联得转债,123038,2023-11-28 09:35,151.25,151.798,152.08,151.121,2750,4172190.0,0.63,0.49,0.736,1.87
5,联得转债,123038,2023-11-28 09:36,151.654,151.392,151.654,150.813,2583,3902308.0,0.55,-0.27,-0.406,1.76
6,联得转债,123038,2023-11-28 09:37,151.486,152.111,152.23,151.486,2264,3438062.0,0.49,0.47,0.719,1.54
7,联得转债,123038,2023-11-28 09:38,152.198,152.11,152.594,152.011,2866,4363161.0,0.38,0.0,-0.001,1.95
8,联得转债,123038,2023-11-28 09:39,152.136,151.93,152.136,151.228,1758,2663332.0,0.6,-0.12,-0.18,1.19
9,联得转债,123038,2023-11-28 09:40,151.906,152.49,152.598,151.906,1720,2620896.0,0.46,0.37,0.56,1.17
10,联得转债,123038,2023-11-28 09:41,152.507,152.06,152.654,151.611,2059,3134734.0,0.68,-0.28,-0.43,1.4
11,联得转债,123038,2023-11-28 09:42,152.252,152.1,152.646,151.861,2124,3233996.0,0.52,0.03,0.04,1.44
12,联得转债,123038,2023-11-28 09:43,152.077,152.217,152.44,152.077,965,1469858.0,0.24,0.08,0.117,0.66
13,联得转债,123038,2023-11-28 09:44,152.247,153.336,153.485,152.247,3264,4992187.0,0.81,0.74,1.119,2.22
14,联得转债,123038,2023-11-28 09:45,153.534,153.04,153.759,152.46,3349,5128614.0,0.85,-0.19,-0.296,2.28
15,联得转债,123038,2023-11-28 09:46,152.975,153.455,153.598,152.975,1997,3061961.0,0.41,0.27,0.415,1.36
16,联得转债,123038,2023-11-28 09:47,153.5,153.818,154.055,153.43,5759,8854310.0,0.41,0.24,0.363,3.91
17,联得转债,123038,2023-11-28 09:48,153.84,153.562,154.077,153.526,2879,4428350.0,0.36,-0.17,-0.256,1.96
18,联得转债,123038,2023-11-28 09:49,153.717,153.664,153.81,153.368,3529,5421272.0,0.29,0.07,0.102,2.4
19,联得转债,123038,2023-11-28 09:50,153.529,153.309,153.75,153.201,3621,5554789.0,0.36,-0.23,-0.355,2.46
20,联得转债,123038,2023-11-28 09:51,153.312,153.79,153.79,153.17,2891,4440475.0,0.4,0.31,0.481,1.96
21,联得转债,123038,2023-11-28 09:52,153.75,153.222,153.75,153.15,1922,2948842.0,0.39,-0.37,-0.568,1.31
22,联得转债,123038,2023-11-28 09:53,153.076,153.48,154.1,153.076,1935,2973965.0,0.67,0.17,0.258,1.31
23,联得转债,123038,2023-11-28 09:54,153.618,153.224,153.618,153.15,967,1482288.0,0.3,-0.17,-0.256,0.66
24,联得转债,123038,2023-11-28 09:55,153.126,153.241,153.27,153.041,803,1229439.0,0.15,0.01,0.017,0.55
25,联得转债,123038,2023-11-28 09:56,153.282,153.2,153.57,153.073,850,1302432.0,0.32,-0.03,-0.041,0.58
26,联得转债,123038,2023-11-28 09:57,153.264,153.015,153.264,152.83,1387,2122422.0,0.28,-0.12,-0.185,0.94
27,联得转债,123038,2023-11-28 09:58,153.0,153.176,153.325,153.0,830,1271024.0,0.21,0.11,0.161,0.56
28,联得转债,123038,2023-11-28 09:59,153.3,153.264,153.451,153.168,2124,3255777.0,0.18,0.06,0.088,1.44
29,联得转债,123038,2023-11-28 10:00,153.407,153.965,153.99,153.384,1819,2796928.0,0.4,0.46,0.701,1.24
30,联得转债,123038,2023-11-28 10:01,153.885,153.773,153.9,153.576,1378,2119204.0,0.21,-0.12,-0.192,0.94
31,联得转债,123038,2023-11-28 10:02,153.791,153.4,153.894,153.4,606,930928.0,0.32,-0.24,-0.373,0.41
32,联得转债,123038,2023-11-28 10:03,153.532,155.025,155.2,153.3,4050,6252837.0,1.24,1.06,1.625,2.75
33,联得转债,123038,2023-11-28 10:04,154.85,158.239,159.107,154.85,23266,36675852.0,2.75,2.07,3.214,15.81
34,联得转债,123038,2023-11-28 10:05,157.718,157.459,158.313,157.433,16003,25244051.0,0.56,-0.49,-0.78,10.87
35,联得转债,123038,2023-11-28 10:06,157.548,157.792,157.947,156.807,11752,18501117.0,0.72,0.21,0.333,7.99
36,联得转债,123038,2023-11-28 10:07,157.604,156.363,157.9,156.121,8862,13903303.0,1.13,-0.91,-1.429,6.02
37,联得转债,123038,2023-11-28 10:08,156.413,157.244,157.773,155.966,6932,10877595.0,1.16,0.56,0.881,4.71
38,联得转债,123038,2023-11-28 10:09,157.316,158.303,158.303,157.316,9497,14987241.0,0.63,0.67,1.059,6.45
39,联得转债,123038,2023-11-28 10:10,158.297,157.61,158.588,157.61,9170,14500603.0,0.62,-0.44,-0.693,6.23
40,联得转债,123038,2023-11-28 10:11,157.643,157.69,157.851,157.26,2958,4659285.0,0.37,0.05,0.08,2.01
41,联得转债,123038,2023-11-28 10:12,157.872,156.376,157.872,156.376,4936,7754563.0,0.95,-0.83,-1.314,3.35
42,联得转债,123038,2023-11-28 10:13,156.309,155.426,156.694,155.426,4971,7758062.0,0.81,-0.61,-0.95,3.38
43,联得转债,123038,2023-11-28 10:14,155.359,155.34,155.548,155.182,4894,7603269.0,0.24,-0.06,-0.086,3.33
44,联得转债,123038,2023-11-28 10:15,155.395,156.005,156.271,155.186,5065,7890397.0,0.7,0.43,0.665,3.44
45,联得转债,123038,2023-11-28 10:16,156.112,156.169,156.414,156.1,2005,3132001.0,0.2,0.11,0.164,1.36
