,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,123054,思特转债,8.33,173.591,182.179,163.6,163.888,13.342,1892.51,8.09,-,3167923,5535726983.317,160.249,290579183,290579183,0.123054,深A,2023-12-27 15:34:45,2023-12-27
1,128106,华统转债,7.11,239.8,241.274,223.76,223.872,15.928,138.47,7.55,-,396131,929985134.97,223.872,686023437,686023437,0.128106,深A,2023-12-27 15:34:18,2023-12-27
2,127097,三羊转债,7.11,241.0,251.496,221.012,224.0,16.0,252.59,1.79,-,530434,1291895572.054,225.0,506100000,506100000,0.127097,深A,2023-12-27 15:34:51,2023-12-27
3,118017,深科转债,4.8,159.578,164.649,149.292,152.55,7.315,608.09,1.1,-,1027665,1635431836.0,152.263,269684586,269684586,1.118017,沪A,2023-12-27 16:11:52,2023-12-27
4,123226,中富转债,4.02,136.199,139.475,130.8,131.499,5.264,86.14,3.06,-,447926,609935610.465,130.935,708234800,708234800,0.123226,深A,2023-12-27 15:34:39,2023-12-27
5,123223,九典转02,3.88,173.786,174.211,167.0,167.741,6.488,35.32,1.73,-,127168,218340783.346,167.298,625629600,625629600,0.123223,深A,2023-12-27 15:34:24,2023-12-27
6,123025,精测转债,3.61,198.2,199.463,190.95,190.95,6.9,37.09,4.31,-,114396,225177492.95,191.3,611298152,611298152,0.123025,深A,2023-12-27 15:34:33,2023-12-27
7,113615,金诚转债,3.2,315.829,318.8,305.153,306.13,9.799,3.97,1.3,-,30346,95217813.0,306.03,2412119037,2412119037,1.113615,沪A,2023-12-27 16:11:37,2023-12-27
8,127053,豪美转债,2.99,137.619,138.37,133.75,134.0,3.999,17.73,2.3,-,85388,116752972.749,133.62,662940173,662940173,0.127053,深A,2023-12-27 15:35:06,2023-12-27
9,123118,惠城转债,2.91,325.188,333.104,314.054,316.0,9.188,64.6,1.89,-,99320,322781251.34,316.0,499971347,499971347,0.123118,深A,2023-12-27 15:35:06,2023-12-27
10,110044,广电转债,2.87,252.853,260.876,242.202,246.0,7.047,290.78,2.2,-,205496,522705347.0,245.806,178693744,178693744,1.110044,沪A,2023-12-27 16:11:40,2023-12-27
11,123176,精测转2,2.84,154.255,154.648,149.554,150.55,4.255,5.06,2.7,-,64530,98600536.54,150.0,1968117178,1968117178,0.123176,深A,2023-12-27 15:34:42,2023-12-27
12,123153,英力转债,2.75,119.58,120.59,116.158,116.41,3.2,8.17,1.93,-,27781,32987736.307,116.38,406550834,406550834,0.123153,深A,2023-12-27 15:34:36,2023-12-27
13,128123,国光转债,2.66,117.037,117.197,113.503,114.32,3.037,5.71,3.49,-,18257,21155491.5,114.0,374418684,374418684,0.128123,深A,2023-12-27 15:34:27,2023-12-27
14,113667,春23转债,2.65,127.851,128.043,124.079,124.079,3.304,8.85,1.8,-,50441,63882122.0,124.547,728730244,728730244,1.113667,沪A,2023-12-27 16:11:55,2023-12-27
15,128041,盛路转债,2.64,278.039,284.258,268.735,270.78,7.149,260.86,7.72,-,136889,381833243.33,270.89,145902077,145902077,0.128041,深A,2023-12-27 15:34:45,2023-12-27
16,123129,锦鸡转债,2.59,135.198,136.0,132.05,133.944,3.414,78.92,3.88,-,153218,206292432.176,131.784,262494353,262494353,0.123129,深A,2023-12-27 15:34:12,2023-12-27
17,118025,奕瑞转债,2.53,132.587,132.699,128.386,129.06,3.268,16.89,2.98,-,242367,318494899.0,129.319,1902574923,1902574923,1.118025,沪A,2023-12-27 16:11:43,2023-12-27
18,127090,兴瑞转债,2.44,131.048,131.344,127.51,127.51,3.12,9.37,0.2,-,43299,56250522.812,127.928,605441760,605441760,0.127090,深A,2023-12-27 15:34:39,2023-12-27
19,128091,新天转债,2.39,159.279,160.1,155.258,155.6,3.723,20.43,1.53,-,31123,49145146.75,155.556,242601508,242601508,0.128091,深A,2023-12-27 15:34:12,2023-12-27
20,123131,奥飞转债,2.37,124.9,129.147,122.336,122.336,2.889,61.23,8.48,-,388682,489894596.168,122.011,792826356,792826356,0.123131,深A,2023-12-27 15:34:21,2023-12-27
21,118015,芯海转债,2.19,115.511,119.9,113.028,113.028,2.472,61.63,15.68,-,252661,296126626.0,113.039,473566222,473566222,1.118015,沪A,2023-12-27 16:11:46,2023-12-27
22,113594,淳中转债,2.17,132.6,132.88,129.869,130.94,2.82,11.25,1.6,-,33713,44427161.0,129.78,397220140,397220140,1.113594,沪A,2023-12-27 16:11:04,2023-12-27
23,113648,巨星转债,2.16,148.059,148.961,144.248,145.199,3.129,8.62,1.53,-,78877,116387342.0,144.93,1355405523,1355405523,1.113648,沪A,2023-12-27 16:11:25,2023-12-27
24,123203,明电转02,2.16,126.3,128.236,123.302,123.633,2.667,3.44,5.0,-,15419,19414367.67,123.633,566455500,566455500,0.123203,深A,2023-12-27 15:34:57,2023-12-27
25,113639,华正转债,2.13,121.823,121.95,119.0,119.25,2.538,7.29,2.89,-,41551,50182990.0,119.285,694314352,694314352,1.113639,沪A,2023-12-27 16:11:43,2023-12-27
26,127054,双箭转债,2.1,122.416,122.419,118.511,120.31,2.513,3.34,1.63,-,17153,20648647.7,119.903,628743878,628743878,0.127054,深A,2023-12-27 15:34:09,2023-12-27
27,127045,牧原转债,2.02,111.4,111.463,108.855,109.15,2.205,0.86,1.67,-,81856,90334550.457,109.195,10631520159,10631520159,0.127045,深A,2023-12-27 15:34:33,2023-12-27
28,127014,北方转债,2.01,155.864,157.198,152.85,152.902,3.064,10.31,0.64,-,54876,85079199.63,152.8,829498077,829498077,0.127014,深A,2023-12-27 15:34:12,2023-12-27
29,123221,力诺转债,1.99,130.503,131.514,127.601,127.962,2.541,5.09,1.29,-,25448,33142823.191,127.962,652515000,652515000,0.123221,深A,2023-12-27 15:34:24,2023-12-27
30,128053,尚荣转债,1.97,138.066,138.7,134.658,135.0,2.667,12.45,1.21,-,23597,32264097.61,135.399,261784043,261784043,0.128053,深A,2023-12-27 15:34:09,2023-12-27
31,128122,兴森转债,1.95,139.0,140.328,135.973,136.2,2.658,19.58,2.23,-,52440,72566821.7,136.342,372359316,372359316,0.128122,深A,2023-12-27 15:35:03,2023-12-27
32,110052,贵广转债,1.94,130.589,132.994,128.3,128.516,2.486,37.66,3.46,-,99513,129843232.0,128.103,345076862,345076862,1.110052,沪A,2023-12-27 16:11:40,2023-12-27
