,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,123212,立中转债,43.0,143.0,143.0,130.0,130.0,43.0,11.2,-,-,100759,142960740.0,100.0,1286714000,1286714000,0.123212,深A,2023-08-16 15:34:15,2023-08-16
1,111016,神通转债,20.0,188.76,188.76,180.0,180.0,31.46,34.92,9.24,-,201504,376209772.0,157.3,1089145200,1089145200,1.111016,沪A,2023-08-16 16:11:30,2023-08-16
2,123213,天源转债,18.82,118.821,125.262,117.001,119.001,18.821,131.32,-,-,1313184,1580987989.98,100.0,1188210000,1188210000,0.123213,深A,2023-08-16 15:34:57,2023-08-16
3,113575,东时转债,4.97,148.797,153.78,141.512,141.869,7.042,930.81,50.95,-,914400,1369244462.0,141.755,146173709,146173709,1.113575,沪A,2023-08-16 16:11:33,2023-08-16
4,113674,华设转债,3.57,130.545,138.998,126.77,126.77,4.494,397.96,3.22,-,1591853,2119562510.0,126.051,522180000,522180000,1.113674,沪A,2023-08-16 16:11:22,2023-08-16
5,123177,测绘转债,3.17,154.956,156.691,147.602,149.733,4.756,155.26,2.62,-,631396,972394070.393,150.2,630178315,630178315,0.123177,深A,2023-08-16 15:34:51,2023-08-16
6,113672,福蓉转债,2.21,185.769,190.88,176.99,182.9,4.01,184.03,0.75,-,1177770,2175477934.0,181.759,1188921600,1188921600,1.113672,沪A,2023-08-16 16:11:58,2023-08-16
7,113625,江山转债,1.9,119.298,119.647,116.75,117.23,2.223,8.08,3.67,-,47090,55873824.0,117.075,694964534,694964534,1.113625,沪A,2023-08-16 16:12:00,2023-08-16
8,113632,鹤21转债,1.81,120.808,121.45,119.927,120.5,2.153,9.3,8.1,-,190671,229853754.0,118.655,2476448024,2476448024,1.113632,沪A,2023-08-16 16:11:33,2023-08-16
9,113519,长久转债,1.77,134.935,138.218,131.993,132.0,2.341,71.01,2.72,-,494249,667572639.0,132.594,939216417,939216417,1.113519,沪A,2023-08-16 16:11:12,2023-08-16
10,123211,阳谷转债,1.72,124.1,126.555,121.01,121.506,2.1,44.06,0.61,-,286413,356360271.25,122.0,806650000,806650000,0.123211,深A,2023-08-16 15:35:00,2023-08-16
11,127044,蒙娜转债,1.71,114.451,115.312,112.494,112.53,1.921,4.05,1.41,-,47358,54142837.899,112.53,1337778253,1337778253,0.127044,深A,2023-08-16 15:34:48,2023-08-16
12,123135,泰林转债,1.68,133.2,139.4,130.933,131.101,2.195,241.04,8.36,-,503399,683436035.764,131.005,278175546,278175546,0.123135,深A,2023-08-16 15:34:09,2023-08-16
13,111015,东亚转债,1.43,136.01,137.308,133.9,133.9,1.914,8.22,0.36,-,56716,76955806.0,134.096,938469000,938469000,1.111015,沪A,2023-08-16 16:11:07,2023-08-16
14,110083,苏租转债,1.37,136.035,136.79,133.93,134.031,1.836,1.7,0.87,-,81217,110216081.0,134.199,6481708618,6481708618,1.110083,沪A,2023-08-16 16:11:43,2023-08-16
15,123181,亚康转债,1.28,294.334,305.5,282.66,290.579,3.734,417.93,1.07,-,1090805,3191741846.176,290.6,768211740,768211740,0.123181,深A,2023-08-16 15:34:51,2023-08-16
16,123204,金丹转债,1.14,126.42,127.498,124.5,124.9,1.42,4.84,0.96,-,33855,42733064.58,125.0,884940000,884940000,0.123204,深A,2023-08-16 15:34:51,2023-08-16
17,123130,设研转债,1.1,135.0,136.1,132.798,133.194,1.474,15.21,0.97,-,57101,77018481.79,133.526,506952675,506952675,0.123130,深A,2023-08-16 15:34:06,2023-08-16
18,113601,塞力转债,1.1,110.561,115.66,109.01,109.8,1.205,338.34,0.55,-,1835754,2049637994.0,109.356,599879994,599879994,1.113601,沪A,2023-08-16 16:11:43,2023-08-16
19,113058,友发转债,0.96,125.3,126.2,123.804,123.866,1.186,4.05,3.17,-,80964,101668105.0,124.114,2505976193,2505976193,1.113058,沪A,2023-08-16 16:11:27,2023-08-16
20,123186,志特转债,0.95,116.499,116.67,115.133,115.347,1.099,1.07,1.35,-,6545,7609047.708,115.4,715342305,715342305,0.123186,深A,2023-08-16 15:34:54,2023-08-16
21,110052,贵广转债,0.93,152.634,155.6,150.0,150.95,1.399,101.67,0.76,-,293029,448421425.0,151.235,439925225,439925225,1.110052,沪A,2023-08-16 16:11:49,2023-08-16
22,113670,金23转债,0.88,125.703,126.791,123.8,124.598,1.099,3.52,4.49,-,27136,34048239.0,124.604,967913100,967913100,1.113670,沪A,2023-08-16 16:11:12,2023-08-16
23,123188,水羊转债,0.87,158.666,161.1,156.316,156.699,1.366,17.71,1.76,-,123050,196018609.129,157.3,1102708073,1102708073,0.123188,深A,2023-08-16 15:34:45,2023-08-16
24,127041,弘亚转债,0.85,117.978,119.0,116.72,117.439,1.0,1.88,1.81,-,11257,13317590.72,116.978,707802050,707802050,0.127041,深A,2023-08-16 15:34:45,2023-08-16
25,113655,欧22转债,0.85,121.298,122.8,120.067,120.182,1.02,1.15,0.77,-,23046,27976873.0,120.278,2425887221,2425887221,1.113655,沪A,2023-08-16 16:11:27,2023-08-16
26,127053,豪美转债,0.8,126.0,128.35,124.682,124.837,1.0,5.12,3.2,-,42149,53497482.677,125.0,1038208500,1038208500,0.127053,深A,2023-08-16 15:34:15,2023-08-16
27,123085,万顺转2,0.76,134.996,135.042,134.0,134.089,1.014,2.84,1.04,-,16192,21772659.245,133.982,770083602,770083602,0.123085,深A,2023-08-16 15:34:36,2023-08-16
28,110070,凌钢转债,0.73,123.196,124.414,121.726,122.088,0.897,11.96,1.19,-,25950,31953392.0,122.299,267388294,267388294,1.110070,沪A,2023-08-16 16:11:49,2023-08-16
29,111013,新港转债,0.71,225.597,232.989,224.0,228.0,1.597,96.84,0.87,-,357484,813874122.0,224.0,832757486,832757486,1.111013,沪A,2023-08-16 16:11:27,2023-08-16
30,110094,众和转债,0.71,124.784,125.5,122.38,123.18,0.879,8.36,0.17,-,115017,143046318.0,123.905,1715780000,1715780000,1.110094,沪A,2023-08-16 16:11:52,2023-08-16
31,128049,华源转债,0.71,132.45,134.0,131.414,131.735,0.93,27.88,0.26,-,100586,133375025.652,131.52,477868872,477868872,0.128049,深A,2023-08-16 15:34:39,2023-08-16
32,113651,松霖转债,0.68,120.861,121.588,119.9,120.033,0.816,3.52,2.46,-,21440,25959664.0,120.045,737192999,737192999,1.113651,沪A,2023-08-16 16:11:09,2023-08-16
33,127061,美锦转债,0.63,105.29,105.4,104.058,104.628,0.663,0.68,0.28,-,24271,25409690.432,104.627,3779390973,3779390973,0.127061,深A,2023-08-16 15:35:03,2023-08-16
34,113641,华友转债,0.61,112.59,113.1,111.65,111.85,0.684,1.07,2.11,-,81064,91323638.0,111.906,8555396934,8555396934,1.113641,沪A,2023-08-16 16:12:03,2023-08-16
35,110074,精达转债,0.58,145.772,146.2,143.55,144.2,0.839,14.71,0.62,-,74918,108527460.0,144.933,742520148,742520148,1.110074,沪A,2023-08-16 16:11:49,2023-08-16
36,127070,大中转债,0.54,126.3,128.5,125.483,125.483,0.68,6.54,1.1,-,99359,126337630.51,125.62,1919005989,1919005989,0.127070,深A,2023-08-16 15:34:12,2023-08-16
37,123034,通光转债,0.54,236.099,236.96,232.637,234.83,1.269,19.97,1.24,-,15529,36528693.051,234.83,183628594,183628594,0.123034,深A,2023-08-16 15:34:24,2023-08-16
38,110067,华安转债,0.53,119.083,122.0,117.941,118.224,0.622,11.82,3.78,-,330924,396444099.0,118.461,3333726203,3333726203,1.110067,沪A,2023-08-16 16:12:03,2023-08-16
39,113646,永吉转债,0.51,147.97,148.0,146.41,147.333,0.745,10.22,1.58,-,14134,20824204.0,147.225,204564382,204564382,1.113646,沪A,2023-08-16 16:11:52,2023-08-16
40,113650,博22转债,0.5,111.467,111.902,110.803,110.991,0.556,0.66,0.83,-,5317,5925100.0,110.911,891692862,891692862,1.113650,沪A,2023-08-16 16:11:07,2023-08-16
41,113584,家悦转债,0.49,108.039,108.156,106.924,107.459,0.532,0.75,1.27,-,4816,5182676.0,107.507,696644115,696644115,1.113584,沪A,2023-08-16 16:11:43,2023-08-16
42,113047,旗滨转债,0.49,122.381,124.764,121.392,121.594,0.601,2.6,3.27,-,39001,48184667.0,121.78,1834045601,1834045601,1.113047,沪A,2023-08-16 16:11:58,2023-08-16
43,127055,精装转债,0.49,115.13,115.55,114.41,114.57,0.56,2.86,0.69,-,16496,18995491.104,114.57,663867096,663867096,0.127055,深A,2023-08-16 15:35:00,2023-08-16
44,123151,康医转债,0.48,115.247,115.8,114.5,114.69,0.547,2.25,1.12,-,15766,18185608.052,114.7,806536653,806536653,0.123151,深A,2023-08-16 15:34:33,2023-08-16
45,123096,思创转债,0.46,106.261,106.791,105.3,105.757,0.491,6.16,1.8,-,50319,53346249.172,105.77,867835075,867835075,0.123096,深A,2023-08-16 15:34:42,2023-08-16
46,128109,楚江转债,0.46,119.35,119.749,118.273,118.8,0.55,0.52,0.44,-,9411,11194899.117,118.8,2175185378,2175185378,0.128109,深A,2023-08-16 15:34:09,2023-08-16
47,123208,孩王转债,0.45,123.96,124.4,122.652,123.0,0.56,6.22,0.22,-,64632,80048959.048,123.4,1287944400,1287944400,0.123208,深A,2023-08-16 15:34:15,2023-08-16
