,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,123099,普利转债,10.14,151.99,154.8,139.0,139.0,13.987,390.73,9.19,-,3319775,4946632808.134,138.003,1291366316,1291366316,0.123099,深A,2023-10-31 15:34:57,2023-10-31
1,110080,东湖转债,7.93,147.562,149.09,135.796,136.427,10.842,186.29,4.55,-,1160733,1684402659.0,136.72,919445246,919445246,1.110080,沪A,2023-10-31 16:12:01,2023-10-31
2,123171,共同转债,4.57,122.0,125.5,116.5,116.678,5.328,199.55,55.03,-,758278,930795438.681,116.672,463582676,463582676,0.123171,深A,2023-10-31 15:34:27,2023-10-31
3,128085,鸿达转债,3.65,86.49,91.9,85.0,85.0,3.045,413.6,1.62,-,1394198,1234415518.901,83.445,291547411,291547411,0.128085,深A,2023-10-31 15:35:03,2023-10-31
4,128143,锋龙转债,2.71,132.4,134.9,128.5,128.639,3.493,150.94,3.35,-,367914,489424035.005,128.907,322717586,322717586,0.128143,深A,2023-10-31 15:34:48,2023-10-31
5,123177,测绘转债,2.14,142.5,146.669,140.58,146.0,2.99,155.17,0.86,-,446672,640653064.754,139.51,410211758,410211758,0.123177,深A,2023-10-31 15:34:54,2023-10-31
6,128111,中矿转债,1.72,345.001,350.152,338.93,341.001,5.821,159.82,0.6,-,105419,362600143.633,339.18,227564040,227564040,0.128111,深A,2023-10-31 15:34:57,2023-10-31
7,113602,景20转债,1.23,123.505,123.996,122.0,122.0,1.502,4.79,2.5,-,85171,105151352.0,122.003,2198221033,2198221033,1.113602,沪A,2023-10-31 16:11:46,2023-10-31
8,128025,特一转债,1.0,188.57,195.5,185.764,186.472,1.87,352.58,2.32,-,530187,1013182800.92,186.7,283562326,283562326,0.128025,深A,2023-10-31 15:34:12,2023-10-31
9,128062,亚药转债,0.95,116.3,116.95,114.899,114.899,1.099,11.18,1.59,-,93417,108711874.29,115.201,971949338,971949338,0.128062,深A,2023-10-31 15:34:33,2023-10-31
10,123202,祥源转债,0.94,128.99,129.805,127.0,127.789,1.195,4.6,0.67,-,21138,27204366.595,127.795,593354000,593354000,0.123202,深A,2023-10-31 15:34:57,2023-10-31
11,123147,中辰转债,0.9,134.0,134.3,132.3,132.932,1.2,4.51,2.11,-,25753,34433406.142,132.8,764428996,764428996,0.123147,深A,2023-10-31 15:34:48,2023-10-31
12,127053,豪美转债,0.84,125.901,128.68,124.953,125.16,1.045,20.57,5.05,-,169457,214791864.26,124.856,1037392387,1037392387,0.127053,深A,2023-10-31 15:34:18,2023-10-31
13,123223,九典转02,0.8,144.15,146.8,142.722,143.3,1.149,24.99,1.39,-,89979,130151866.302,143.001,518940000,518940000,0.123223,深A,2023-10-31 15:34:45,2023-10-31
14,113530,大丰转债,0.79,119.148,119.865,117.47,118.214,0.936,10.75,1.18,-,67687,80376503.0,118.212,750345253,750345253,1.113530,沪A,2023-10-31 16:11:28,2023-10-31
15,110061,川投转债,0.77,176.944,176.98,174.396,175.6,1.347,1.83,1.58,-,63584,111621893.0,175.597,6157591039,6157591039,1.110061,沪A,2023-10-31 16:11:07,2023-10-31
16,113638,台21转债,0.76,115.963,116.25,114.956,115.083,0.88,3.65,2.07,-,21868,25354675.0,115.083,695620290,695620290,1.113638,沪A,2023-10-31 16:11:31,2023-10-31
17,113561,正裕转债,0.75,132.387,135.28,130.544,131.33,0.987,47.22,1.32,-,70762,94099608.0,131.4,198392643,198392643,1.113561,沪A,2023-10-31 16:11:46,2023-10-31
18,128101,联创转债,0.74,127.23,128.286,125.304,125.994,0.93,30.23,3.65,-,90348,114626351.886,126.3,380233471,380233471,0.128101,深A,2023-10-31 15:35:06,2023-10-31
19,113504,艾华转债,0.67,122.787,124.899,121.15,122.27,0.812,9.39,0.68,-,43437,53338849.0,121.975,568090018,568090018,1.113504,沪A,2023-10-31 16:11:52,2023-10-31
20,113669,景23转债,0.66,126.264,128.99,124.7,125.0,0.828,2.49,2.61,-,28727,36303086.0,125.436,1457063832,1457063832,1.113669,沪A,2023-10-31 16:11:19,2023-10-31
21,123044,红相转债,0.64,100.536,100.536,99.78,99.9,0.636,4.1,2.53,-,22543,22580900.76,99.9,552521225,552521225,0.123044,深A,2023-10-31 15:34:33,2023-10-31
22,113591,胜达转债,0.59,130.2,130.351,129.3,129.899,0.767,3.33,0.77,-,15798,20525040.0,129.433,617500842,617500842,1.113591,沪A,2023-10-31 16:11:07,2023-10-31
23,123216,科顺转债,0.58,113.56,113.999,112.199,112.965,0.66,0.41,0.59,-,8938,10111623.577,112.9,2496048800,2496048800,0.123216,深A,2023-10-31 15:34:30,2023-10-31
24,127079,华亚转债,0.54,129.793,131.569,129.081,129.418,0.693,13.16,1.51,-,44740,58304244.379,129.1,441254147,441254147,0.127079,深A,2023-10-31 15:34:36,2023-10-31
25,123082,北陆转债,0.52,117.5,117.969,116.55,116.55,0.61,4.07,1.44,-,20322,23869605.21,116.89,586647538,586647538,0.123082,深A,2023-10-31 15:34:45,2023-10-31
26,110077,洪城转债,0.52,153.289,153.966,151.215,152.188,0.789,1.13,0.47,-,19781,30185866.0,152.5,2677576527,2677576527,1.110077,沪A,2023-10-31 16:11:31,2023-10-31
27,128074,游族转债,0.5,117.485,118.658,117.0,117.57,0.582,3.35,0.67,-,22887,26946089.11,116.903,801549167,801549167,0.128074,深A,2023-10-31 15:34:57,2023-10-31
28,118018,瑞科转债,0.47,114.4,114.601,113.0,113.504,0.534,2.95,2.74,-,12683,14457178.0,113.866,491914280,491914280,1.118018,沪A,2023-10-31 16:11:28,2023-10-31
29,113619,世运转债,0.46,124.0,125.124,123.304,123.304,0.562,3.53,1.29,-,35327,43904602.0,123.438,1239573936,1239573936,1.113619,沪A,2023-10-31 16:11:40,2023-10-31
30,123143,胜蓝转债,0.44,123.05,123.989,122.2,122.2,0.54,5.27,1.41,-,17387,21398891.156,122.51,405739164,405739164,0.123143,深A,2023-10-31 15:34:39,2023-10-31
31,113569,科达转债,0.43,110.321,110.548,109.54,109.854,0.467,1.75,1.13,-,9038,9968227.0,109.854,568415714,568415714,1.113569,沪A,2023-10-31 16:11:22,2023-10-31
32,127055,精装转债,0.41,112.565,113.366,112.1,112.213,0.462,1.78,2.2,-,10245,11568848.928,112.103,649075342,649075342,0.127055,深A,2023-10-31 15:34:57,2023-10-31
