,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,123129,锦鸡转债,12.02,144.5,150.0,125.575,127.0,15.502,546.37,6.15,-,3166184,4484674412.165,128.998,837362617,837362617,0.123129,深A,2023-10-25 15:34:36,2023-10-25
1,118037,上声转债,10.7,186.807,188.0,169.0,169.0,18.06,77.87,12.93,-,404949,734037458.0,168.747,971396400,971396400,1.118037,沪A,2023-10-25 16:11:51,2023-10-25
2,128036,金农转债,10.67,172.201,172.201,153.157,155.0,16.601,503.87,5.29,-,733230,1191099076.569,155.6,250585345,250585345,0.128036,深A,2023-10-25 15:34:57,2023-10-25
3,123201,纽泰转债,10.16,154.0,161.499,140.53,142.0,14.2,330.25,9.17,-,1155865,1778941920.019,139.8,539000000,539000000,0.123201,深A,2023-10-25 15:34:24,2023-10-25
4,128030,天康转债,9.04,177.0,179.367,161.6,162.333,14.667,616.08,2.98,-,489428,847238100.856,162.333,140613402,140613402,0.128030,深A,2023-10-25 15:34:21,2023-10-25
5,123181,亚康转债,6.75,189.0,192.477,175.55,176.906,11.956,461.74,2.1,-,1070974,1994147152.386,177.044,438371514,438371514,0.123181,深A,2023-10-25 15:34:12,2023-10-25
6,127065,瑞鹄转债,6.39,264.9,271.809,245.602,251.0,15.9,389.49,1.14,-,837775,2173937473.464,249.0,569783741,569783741,0.127065,深A,2023-10-25 15:34:24,2023-10-25
7,123031,晶瑞转债,5.32,364.0,382.897,344.002,352.665,18.4,1092.91,2.63,-,577635,2113703341.774,345.6,192383828,192383828,0.123031,深A,2023-10-25 15:34:09,2023-10-25
8,128085,鸿达转债,5.19,86.09,89.35,83.316,85.0,4.25,369.95,0.72,-,1247202,1076559257.589,81.84,290230052,290230052,0.128085,深A,2023-10-25 15:34:09,2023-10-25
9,113626,Z伯特转,4.5,202.714,211.39,195.18,195.5,8.735,701.04,1.53,-,238643,493040922.0,193.979,69006481,69006481,1.113626,沪A,2023-10-25 16:11:55,2023-10-25
10,123177,测绘转债,4.36,141.3,153.6,141.3,146.0,5.9,511.63,12.69,-,1726314,2552066480.848,135.4,476767960,476767960,0.123177,深A,2023-10-25 15:34:36,2023-10-25
11,123222,博俊转债,4.26,154.3,154.44,147.5,147.6,6.3,59.55,1.48,-,297752,450776351.771,148.0,771500000,771500000,0.123222,深A,2023-10-25 15:34:42,2023-10-25
12,123200,海泰转债,4.19,151.6,153.2,145.8,147.0,6.1,86.47,0.93,-,342922,514357465.525,145.5,601202546,601202546,0.123200,深A,2023-10-25 15:34:39,2023-10-25
13,123034,通光转债,3.79,270.0,270.832,259.151,261.0,9.867,72.05,0.47,-,56040,149243304.005,260.133,209995470,209995470,0.123034,深A,2023-10-25 15:35:00,2023-10-25
14,127080,声迅转债,3.79,161.818,163.955,155.4,155.916,5.902,64.92,3.35,-,181698,293984144.947,155.916,452917902,452917902,0.127080,深A,2023-10-25 15:34:06,2023-10-25
15,123205,大叶转债,3.36,163.1,164.862,157.595,157.595,5.3,13.7,1.14,-,65215,105472421.628,157.8,776406887,776406887,0.123205,深A,2023-10-25 15:34:06,2023-10-25
16,123174,精锻转债,3.31,129.18,129.877,125.45,125.49,4.139,10.71,2.21,-,104947,134696429.534,125.041,1265860398,1265860398,0.123174,深A,2023-10-25 15:34:30,2023-10-25
17,123194,百洋转债,3.27,137.503,137.556,132.15,133.042,4.353,9.63,0.52,-,82792,111984815.994,133.15,1182509300,1182509300,0.123194,深A,2023-10-25 15:34:30,2023-10-25
18,113665,汇通转债,3.16,111.411,113.59,110.726,112.88,3.408,34.57,18.08,-,124436,138917620.0,108.003,401074029,401074029,1.113665,沪A,2023-10-25 16:11:42,2023-10-25
19,113662,豪能转债,3.02,124.447,125.413,120.497,121.1,3.647,10.49,2.0,-,52464,65008522.0,120.8,622231267,622231267,1.113662,沪A,2023-10-25 16:11:06,2023-10-25
20,111008,沿浦转债,2.96,138.961,139.414,134.286,135.539,3.998,11.65,1.03,-,44740,61592925.0,134.963,533521444,533521444,1.111008,沪A,2023-10-25 16:11:40,2023-10-25
21,113648,巨星转债,2.9,135.494,135.5,131.568,131.679,3.814,6.83,1.62,-,68236,91330061.0,131.68,1354622944,1354622944,1.113648,沪A,2023-10-25 16:11:06,2023-10-25
22,110055,伊力转债,2.8,174.593,176.5,171.45,171.45,4.756,17.0,2.56,-,41368,72177977.0,169.837,424847622,424847622,1.110055,沪A,2023-10-25 16:11:40,2023-10-25
23,128106,华统转债,2.72,189.82,190.898,184.094,184.213,5.02,18.53,1.04,-,53157,99927912.571,184.8,544438877,544438877,0.128106,深A,2023-10-25 15:34:09,2023-10-25
24,123183,海顺转债,2.71,113.151,114.0,110.714,110.714,2.987,3.2,5.94,-,20257,22864079.471,110.164,716244698,716244698,0.123183,深A,2023-10-25 15:34:30,2023-10-25
25,128075,远东转债,2.71,128.12,131.4,124.4,124.5,3.38,150.36,0.31,-,224977,289384935.016,124.74,191699422,191699422,0.128075,深A,2023-10-25 15:34:06,2023-10-25
26,123167,商络转债,2.7,133.877,133.974,129.854,130.341,3.515,11.61,0.88,-,45708,60430224.768,130.362,527046438,527046438,0.123167,深A,2023-10-25 15:34:12,2023-10-25
27,113594,淳中转债,2.68,124.938,126.5,121.679,121.679,3.259,16.74,4.38,-,50153,62526404.0,121.679,374419196,374419196,1.113594,沪A,2023-10-25 16:11:42,2023-10-25
28,118004,博瑞转债,2.65,131.854,134.336,128.501,129.5,3.407,94.02,1.81,-,437162,576497693.0,128.447,613050031,613050031,1.118004,沪A,2023-10-25 16:11:24,2023-10-25
29,123215,铭利转债,2.65,117.0,117.55,114.08,114.08,3.022,3.3,0.84,-,32971,38412596.331,113.978,1170000000,1170000000,0.123215,深A,2023-10-25 15:34:42,2023-10-25
30,128128,齐翔转2,2.61,122.8,124.401,120.696,121.01,3.119,6.37,3.51,-,43272,53204443.164,119.681,834388669,834388669,0.128128,深A,2023-10-25 15:34:21,2023-10-25
31,127033,中装转2,2.41,102.4,102.75,100.36,100.38,2.411,4.0,1.83,-,46390,47270510.763,99.989,1186987520,1186987520,0.127033,深A,2023-10-25 15:35:03,2023-10-25
32,113058,友发转债,2.4,121.479,122.897,119.1,119.1,2.844,3.69,5.96,-,73867,90001634.0,118.635,2429556919,2429556919,1.113058,沪A,2023-10-25 16:12:00,2023-10-25
33,118045,盟升转债,2.39,143.784,147.35,138.1,140.2,3.363,244.29,0.92,-,732864,1054426395.0,140.421,431352000,431352000,1.118045,沪A,2023-10-25 16:11:06,2023-10-25
34,113537,文灿转债,2.38,239.964,242.855,235.235,235.924,5.567,185.38,1.29,-,228415,548178419.0,234.397,295665644,295665644,1.113537,沪A,2023-10-25 16:11:31,2023-10-25
35,128042,凯中转债,2.35,124.964,125.5,121.9,121.9,2.871,19.99,2.5,-,83035,103430475.501,122.093,518990738,518990738,0.128042,深A,2023-10-25 15:34:57,2023-10-25
36,123210,信服转债,2.32,121.8,122.8,119.06,119.254,2.76,0.94,1.09,-,11470,13954944.248,119.04,1479572808,1479572808,0.123210,深A,2023-10-25 15:34:09,2023-10-25
37,123118,惠城转债,2.27,306.3,308.6,299.1,300.0,6.8,66.92,1.44,-,111335,339360967.885,299.5,509621021,509621021,0.123118,深A,2023-10-25 15:34:27,2023-10-25
38,123160,泰福转债,2.24,122.182,122.715,121.0,121.75,2.681,5.05,2.45,-,16897,20621712.417,119.501,409172245,409172245,0.123160,深A,2023-10-25 15:34:15,2023-10-25
39,113664,大元转债,2.23,126.522,127.979,125.01,126.38,2.755,15.06,2.95,-,67779,85721364.0,123.767,569312309,569312309,1.113664,沪A,2023-10-25 16:11:51,2023-10-25
40,123063,大禹转债,2.21,123.768,130.0,123.4,126.0,2.671,45.58,10.43,-,289248,366800436.901,121.097,785370587,785370587,0.123063,深A,2023-10-25 15:34:21,2023-10-25
41,113672,福蓉转债,2.19,133.529,134.18,130.2,130.455,2.858,9.3,1.48,-,59535,79217013.0,130.671,854585600,854585600,1.113672,沪A,2023-10-25 16:11:34,2023-10-25
42,127084,柳工转2,2.08,123.727,124.88,122.05,122.12,2.527,0.84,0.75,-,25228,31211894.308,121.2,3711765829,3711765829,0.127084,深A,2023-10-25 15:34:39,2023-10-25
43,123166,蒙泰转债,2.08,118.26,118.305,116.15,116.356,2.412,6.38,0.85,-,19151,22487195.512,115.848,354775624,354775624,0.123166,深A,2023-10-25 15:35:00,2023-10-25
44,113524,奇精转债,2.07,125.397,127.0,123.0,123.31,2.549,12.34,3.3,-,40674,50959557.0,122.848,413436417,413436417,1.113524,沪A,2023-10-25 16:11:48,2023-10-25
45,110091,合力转债,2.07,139.145,140.812,136.944,138.0,2.82,3.86,1.03,-,78963,109945800.0,136.325,2848554177,2848554177,1.110091,沪A,2023-10-25 16:11:45,2023-10-25
46,123059,银信转债,2.06,137.197,138.026,133.626,134.901,2.767,25.44,0.73,-,99401,135975108.896,134.43,536093573,536093573,0.123059,深A,2023-10-25 15:34:09,2023-10-25
47,110058,永鼎转债,2.05,137.394,138.547,135.0,135.0,2.763,33.46,0.85,-,86991,119452929.0,134.631,357221240,357221240,1.110058,沪A,2023-10-25 16:11:06,2023-10-25
48,127053,豪美转债,2.03,123.819,123.858,121.094,121.291,2.465,3.16,1.57,-,26060,32087285.369,121.354,1020237234,1020237234,0.127053,深A,2023-10-25 15:34:27,2023-10-25
49,123173,恒锋转债,2.02,133.47,134.374,131.113,131.342,2.649,14.21,1.85,-,34423,45796649.38,130.821,323370849,323370849,0.123173,深A,2023-10-25 15:34:27,2023-10-25
50,127064,杭氧转债,1.98,137.05,138.412,134.001,134.83,2.667,2.04,0.74,-,23193,31810213.529,134.383,1557898470,1557898470,0.127064,深A,2023-10-25 15:34:36,2023-10-25
51,123196,正元转02,1.98,122.4,122.5,121.011,121.88,2.38,4.35,1.53,-,15241,18567270.292,120.02,429293520,429293520,0.123196,深A,2023-10-25 15:34:21,2023-10-25
52,123156,博汇转债,1.98,123.1,123.3,120.71,120.71,2.388,5.59,1.02,-,22178,27193606.105,120.712,488650251,488650251,0.123156,深A,2023-10-25 15:34:51,2023-10-25
53,118015,芯海转债,1.96,110.967,114.0,108.503,108.866,2.134,18.66,10.1,-,76517,85480492.0,108.833,454936958,454936958,1.118015,沪A,2023-10-25 16:11:16,2023-10-25
54,113604,多伦转债,1.96,123.371,124.0,121.05,121.4,2.367,13.04,3.7,-,83406,102292808.0,121.004,789036873,789036873,1.113604,沪A,2023-10-25 16:11:51,2023-10-25
