,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,东亚转债,111015,2023-09-05 09:31,136.232,136.235,136.3,135.8,54,73580.0,0.37,0.06,0.087,0.01
1,东亚转债,111015,2023-09-05 09:32,136.172,136.027,136.289,135.88,97,132026.0,0.3,-0.15,-0.208,0.01
2,东亚转债,111015,2023-09-05 09:33,136.028,136.028,136.028,136.028,3,4081.0,0.0,0.0,0.001,0.0
3,东亚转债,111015,2023-09-05 09:34,136.036,136.036,136.036,136.036,1,1360.0,0.0,0.01,0.008,0.0
4,东亚转债,111015,2023-09-05 09:35,135.891,135.895,135.895,135.891,52,70665.0,0.0,-0.1,-0.141,0.01
5,东亚转债,111015,2023-09-05 09:36,136.019,135.991,136.019,135.987,7,9520.0,0.02,0.07,0.096,0.0
6,东亚转债,111015,2023-09-05 09:37,136.0,136.021,136.082,136.0,16,21760.0,0.06,0.02,0.03,0.0
7,东亚转债,111015,2023-09-05 09:38,136.122,136.071,136.122,136.022,24,32667.0,0.07,0.04,0.05,0.0
8,东亚转债,111015,2023-09-05 09:39,136.023,136.074,136.074,136.023,5,6803.0,0.04,0.0,0.003,0.0
9,东亚转债,111015,2023-09-05 09:40,136.021,136.063,136.063,136.021,6,8162.0,0.03,-0.01,-0.011,0.0
10,东亚转债,111015,2023-09-05 09:41,136.063,136.063,136.063,136.063,0,0.0,0.0,0.0,0.0,0.0
11,东亚转债,111015,2023-09-05 09:42,136.063,136.209,136.21,136.063,50,68068.0,0.11,0.11,0.146,0.01
12,东亚转债,111015,2023-09-05 09:43,136.103,136.167,136.167,136.102,5,6806.0,0.05,-0.03,-0.042,0.0
13,东亚转债,111015,2023-09-05 09:44,136.129,136.13,136.168,136.129,11,14976.0,0.03,-0.03,-0.037,0.0
14,东亚转债,111015,2023-09-05 09:45,136.129,136.037,136.157,136.037,8,10890.0,0.09,-0.07,-0.093,0.0
15,东亚转债,111015,2023-09-05 09:46,135.996,135.89,135.996,135.879,48,65264.0,0.09,-0.11,-0.147,0.01
16,东亚转债,111015,2023-09-05 09:47,135.806,135.768,135.844,135.768,82,111342.0,0.06,-0.09,-0.122,0.01
17,东亚转债,111015,2023-09-05 09:48,135.768,135.853,135.853,135.768,50,67914.0,0.06,0.06,0.085,0.01
18,东亚转债,111015,2023-09-05 09:49,135.775,135.776,135.776,135.775,3,4073.0,0.0,-0.06,-0.077,0.0
19,东亚转债,111015,2023-09-05 09:50,135.777,135.945,135.945,135.777,114,154813.0,0.12,0.12,0.169,0.02
20,东亚转债,111015,2023-09-05 09:51,135.779,135.73,135.779,135.73,31,42081.0,0.04,-0.16,-0.215,0.0
21,东亚转债,111015,2023-09-05 09:52,135.652,135.673,135.694,135.652,10,13566.0,0.03,-0.04,-0.057,0.0
22,东亚转债,111015,2023-09-05 09:53,135.668,135.672,135.672,135.668,7,9497.0,0.0,0.0,-0.001,0.0
23,东亚转债,111015,2023-09-05 09:54,135.635,135.779,135.779,135.634,160,217140.0,0.11,0.08,0.107,0.02
24,东亚转债,111015,2023-09-05 09:55,135.723,135.774,135.774,135.718,26,35298.0,0.04,0.0,-0.005,0.0
25,东亚转债,111015,2023-09-05 09:56,135.779,135.76,136.029,135.76,120,162969.0,0.2,-0.01,-0.014,0.02
26,东亚转债,111015,2023-09-05 09:57,135.76,136.019,136.019,135.76,35,47597.0,0.19,0.19,0.259,0.01
27,东亚转债,111015,2023-09-05 09:58,135.903,136.108,136.108,135.903,28,38090.0,0.15,0.07,0.089,0.0
28,东亚转债,111015,2023-09-05 09:59,136.01,136.148,136.148,135.952,45,61228.0,0.14,0.03,0.04,0.01
29,东亚转债,111015,2023-09-05 10:00,136.148,136.09,136.148,135.987,110,149678.0,0.12,-0.04,-0.058,0.02
30,东亚转债,111015,2023-09-05 10:01,136.09,136.09,136.09,135.987,32,43546.0,0.08,0.0,0.0,0.0
31,东亚转债,111015,2023-09-05 10:02,136.148,135.904,136.148,135.904,122,165906.0,0.18,-0.14,-0.186,0.02
32,东亚转债,111015,2023-09-05 10:03,135.826,136.139,136.139,135.826,36,48952.0,0.23,0.17,0.235,0.01
33,东亚转债,111015,2023-09-05 10:04,136.146,136.148,136.148,135.947,39,53069.0,0.15,0.01,0.009,0.01
34,东亚转债,111015,2023-09-05 10:05,135.927,136.144,136.148,135.927,34,46271.0,0.16,0.0,-0.004,0.0
35,东亚转债,111015,2023-09-05 10:06,136.148,135.828,136.148,135.826,122,165833.0,0.24,-0.23,-0.316,0.02
36,东亚转债,111015,2023-09-05 10:07,135.986,136.03,136.03,135.986,58,78881.0,0.03,0.15,0.202,0.01
37,东亚转债,111015,2023-09-05 10:08,136.035,135.984,136.148,135.984,30,40820.0,0.12,-0.03,-0.046,0.0
38,东亚转债,111015,2023-09-05 10:09,136.116,136.148,136.148,136.034,29,39478.0,0.08,0.12,0.164,0.0
39,东亚转债,111015,2023-09-05 10:10,136.047,136.151,136.151,136.047,130,176862.0,0.08,0.0,0.003,0.02
40,东亚转债,111015,2023-09-05 10:11,136.151,136.148,136.151,136.127,54,73509.0,0.02,0.0,-0.003,0.01
41,东亚转债,111015,2023-09-05 10:12,136.148,135.965,136.149,135.965,51,69388.0,0.14,-0.13,-0.183,0.01
42,东亚转债,111015,2023-09-05 10:13,135.851,135.851,135.851,135.851,5,6793.0,0.0,-0.08,-0.114,0.0
43,东亚转债,111015,2023-09-05 10:14,135.83,135.918,135.918,135.83,8,10871.0,0.06,0.05,0.067,0.0
44,东亚转债,111015,2023-09-05 10:15,135.844,135.834,135.844,135.834,2,2717.0,0.01,-0.06,-0.084,0.0
45,东亚转债,111015,2023-09-05 10:16,135.85,135.709,136.0,135.653,112,152164.0,0.26,-0.09,-0.125,0.02
46,东亚转债,111015,2023-09-05 10:17,135.658,135.718,135.718,135.658,11,14927.0,0.04,0.01,0.009,0.0
47,东亚转债,111015,2023-09-05 10:18,135.719,135.652,135.719,135.652,28,37989.0,0.05,-0.05,-0.066,0.0
48,东亚转债,111015,2023-09-05 10:19,135.653,135.635,135.653,135.635,8,10852.0,0.01,-0.01,-0.017,0.0
49,东亚转债,111015,2023-09-05 10:20,135.673,135.715,135.715,135.643,13,17639.0,0.05,0.06,0.08,0.0
50,东亚转债,111015,2023-09-05 10:21,135.748,135.72,135.752,135.72,16,21716.0,0.02,0.0,0.005,0.0
51,东亚转债,111015,2023-09-05 10:22,135.736,135.736,135.736,135.736,7,9502.0,0.0,0.01,0.016,0.0
52,东亚转债,111015,2023-09-05 10:23,135.682,135.5,135.682,135.5,172,233199.0,0.13,-0.17,-0.236,0.02
53,东亚转债,111015,2023-09-05 10:24,135.5,135.534,135.534,135.5,9,12195.0,0.03,0.03,0.034,0.0
54,东亚转债,111015,2023-09-05 10:25,135.534,135.534,135.534,135.534,0,0.0,0.0,0.0,0.0,0.0
55,东亚转债,111015,2023-09-05 10:26,135.57,135.597,135.6,135.57,101,136949.0,0.02,0.05,0.063,0.01
56,东亚转债,111015,2023-09-05 10:27,135.537,135.507,135.582,135.507,18,24400.0,0.06,-0.07,-0.09,0.0
57,东亚转债,111015,2023-09-05 10:28,135.507,135.567,135.567,135.507,6,8133.0,0.04,0.04,0.06,0.0
58,东亚转债,111015,2023-09-05 10:29,135.576,135.518,135.6,135.518,22,29825.0,0.06,-0.04,-0.049,0.0
59,东亚转债,111015,2023-09-05 10:30,135.522,135.5,135.522,135.5,147,199189.0,0.02,-0.01,-0.018,0.02
60,东亚转债,111015,2023-09-05 10:31,135.5,135.519,135.519,135.5,42,56912.0,0.01,0.01,0.019,0.01
61,东亚转债,111015,2023-09-05 10:32,135.516,135.569,135.569,135.5,123,166667.0,0.05,0.04,0.05,0.02
62,东亚转债,111015,2023-09-05 10:33,135.57,135.519,135.607,135.519,10,13557.0,0.06,-0.04,-0.05,0.0
63,东亚转债,111015,2023-09-05 10:34,135.519,135.519,135.519,135.519,0,0.0,0.0,0.0,0.0,0.0
64,东亚转债,111015,2023-09-05 10:35,135.739,135.621,135.739,135.619,60,81430.0,0.09,0.08,0.102,0.01
65,东亚转债,111015,2023-09-05 10:36,135.576,135.576,135.576,135.576,7,9490.0,0.0,-0.03,-0.045,0.0
66,东亚转债,111015,2023-09-05 10:37,135.576,135.576,135.576,135.576,0,0.0,0.0,0.0,0.0,0.0
67,东亚转债,111015,2023-09-05 10:38,135.532,135.701,135.701,135.532,3,4069.0,0.12,0.09,0.125,0.0
68,东亚转债,111015,2023-09-05 10:39,135.701,135.701,135.701,135.701,0,0.0,0.0,0.0,0.0,0.0
69,东亚转债,111015,2023-09-05 10:40,135.701,135.701,135.701,135.701,0,0.0,0.0,0.0,0.0,0.0
70,东亚转债,111015,2023-09-05 10:41,135.689,135.607,135.689,135.596,6,8139.0,0.07,-0.07,-0.094,0.0
71,东亚转债,111015,2023-09-05 10:42,135.606,135.606,135.606,135.606,1,1356.0,0.0,0.0,-0.001,0.0
72,东亚转债,111015,2023-09-05 10:43,135.665,135.665,135.665,135.665,3,4070.0,0.0,0.04,0.059,0.0
73,东亚转债,111015,2023-09-05 10:44,135.603,135.6,135.603,135.6,5,6781.0,0.0,-0.05,-0.065,0.0
74,东亚转债,111015,2023-09-05 10:45,135.598,135.594,135.598,135.594,6,8137.0,0.0,0.0,-0.006,0.0
75,东亚转债,111015,2023-09-05 10:46,135.546,135.532,135.573,135.532,34,46089.0,0.03,-0.05,-0.062,0.0
76,东亚转债,111015,2023-09-05 10:47,135.512,135.6,135.6,135.512,30,40671.0,0.06,0.05,0.068,0.0
