,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,万讯转债,123112,2023-07-25 09:31,142.944,143.116,143.569,142.944,1049,1501755.0,0.44,1.0,1.416,0.46
1,万讯转债,123112,2023-07-25 09:32,143.349,143.15,143.349,143.002,661,945748.0,0.24,0.02,0.034,0.29
2,万讯转债,123112,2023-07-25 09:33,143.172,143.302,143.33,143.043,197,282171.0,0.2,0.11,0.152,0.09
3,万讯转债,123112,2023-07-25 09:34,143.225,143.274,143.369,143.13,312,446993.0,0.17,-0.02,-0.028,0.14
4,万讯转债,123112,2023-07-25 09:35,143.254,143.175,143.254,143.105,161,230477.0,0.1,-0.07,-0.099,0.07
5,万讯转债,123112,2023-07-25 09:36,143.462,143.464,143.6,143.1,328,470375.0,0.35,0.2,0.289,0.14
6,万讯转债,123112,2023-07-25 09:37,143.26,143.238,143.327,143.168,270,386836.0,0.11,-0.16,-0.226,0.12
7,万讯转债,123112,2023-07-25 09:38,143.4,143.566,143.566,143.4,210,301249.0,0.12,0.23,0.328,0.09
8,万讯转债,123112,2023-07-25 09:39,143.56,143.574,143.6,143.46,392,562741.0,0.1,0.01,0.008,0.17
9,万讯转债,123112,2023-07-25 09:40,143.571,143.577,143.577,143.443,121,173694.0,0.09,0.0,0.003,0.05
10,万讯转债,123112,2023-07-25 09:41,143.443,143.451,143.451,143.37,52,74579.0,0.06,-0.09,-0.126,0.02
11,万讯转债,123112,2023-07-25 09:42,143.47,143.566,143.57,143.47,145,208092.0,0.07,0.08,0.115,0.06
12,万讯转债,123112,2023-07-25 09:43,143.516,143.528,143.536,143.471,190,272668.0,0.05,-0.03,-0.038,0.08
13,万讯转债,123112,2023-07-25 09:44,143.481,143.36,143.481,143.36,43,61687.0,0.08,-0.12,-0.168,0.02
14,万讯转债,123112,2023-07-25 09:45,143.427,143.352,143.504,143.352,18,25821.0,0.11,-0.01,-0.008,0.01
15,万讯转债,123112,2023-07-25 09:46,143.351,143.436,143.436,143.273,140,200655.0,0.11,0.06,0.084,0.06
16,万讯转债,123112,2023-07-25 09:47,143.436,143.439,143.439,143.436,84,120487.0,0.0,0.0,0.003,0.04
17,万讯转债,123112,2023-07-25 09:48,143.495,143.58,143.58,143.468,161,231033.0,0.08,0.1,0.141,0.07
18,万讯转债,123112,2023-07-25 09:49,143.58,143.574,143.58,143.516,26,37324.0,0.04,0.0,-0.006,0.01
19,万讯转债,123112,2023-07-25 09:50,143.574,143.253,143.574,143.253,473,678505.0,0.22,-0.22,-0.321,0.21
20,万讯转债,123112,2023-07-25 09:51,143.364,143.304,143.388,143.284,40,57325.0,0.07,0.04,0.051,0.02
21,万讯转债,123112,2023-07-25 09:52,143.288,143.33,143.33,143.25,38,54445.0,0.06,0.02,0.026,0.02
22,万讯转债,123112,2023-07-25 09:53,143.202,143.388,143.388,143.202,114,163421.0,0.13,0.04,0.058,0.05
23,万讯转债,123112,2023-07-25 09:54,143.388,143.415,143.498,143.388,71,101826.0,0.08,0.02,0.027,0.03
24,万讯转债,123112,2023-07-25 09:55,143.415,143.492,143.492,143.415,7,10040.0,0.05,0.05,0.077,0.0
25,万讯转债,123112,2023-07-25 09:56,143.49,143.395,143.49,143.33,61,87439.0,0.11,-0.07,-0.097,0.03
26,万讯转债,123112,2023-07-25 09:57,143.435,143.434,143.504,143.434,20,28692.0,0.05,0.03,0.039,0.01
27,万讯转债,123112,2023-07-25 09:58,143.432,143.43,143.432,143.43,4,5737.0,0.0,0.0,-0.004,0.0
28,万讯转债,123112,2023-07-25 09:59,143.428,143.4,143.428,143.35,58,83179.0,0.05,-0.02,-0.03,0.03
29,万讯转债,123112,2023-07-25 10:00,143.4,143.424,143.424,143.337,92,131914.0,0.06,0.02,0.024,0.04
30,万讯转债,123112,2023-07-25 10:01,143.424,143.395,143.43,143.29,71,101775.0,0.1,-0.02,-0.029,0.03
31,万讯转债,123112,2023-07-25 10:02,143.395,143.29,143.395,143.29,20,28662.0,0.07,-0.07,-0.105,0.01
32,万讯转债,123112,2023-07-25 10:03,143.386,143.32,143.393,143.246,22,31531.0,0.1,0.02,0.03,0.01
33,万讯转债,123112,2023-07-25 10:04,143.2,143.318,143.318,143.143,52,74483.0,0.12,0.0,-0.002,0.02
34,万讯转债,123112,2023-07-25 10:05,143.318,143.311,143.318,143.162,31,44407.0,0.11,0.0,-0.007,0.01
35,万讯转债,123112,2023-07-25 10:06,143.24,143.168,143.24,143.168,37,52977.0,0.05,-0.1,-0.143,0.02
36,万讯转债,123112,2023-07-25 10:07,143.118,143.03,143.168,143.0,101,144463.0,0.12,-0.1,-0.138,0.04
37,万讯转债,123112,2023-07-25 10:08,143.023,143.001,143.03,143.0,259,370385.0,0.02,-0.02,-0.029,0.11
38,万讯转债,123112,2023-07-25 10:09,143.001,143.074,143.118,142.978,103,147320.0,0.1,0.05,0.073,0.05
39,万讯转债,123112,2023-07-25 10:10,143.075,142.994,143.075,142.96,52,74384.0,0.08,-0.06,-0.08,0.02
40,万讯转债,123112,2023-07-25 10:11,142.944,142.9,142.944,142.9,61,87179.0,0.03,-0.07,-0.094,0.03
41,万讯转债,123112,2023-07-25 10:12,142.989,142.944,143.043,142.9,70,100064.0,0.1,0.03,0.044,0.03
42,万讯转债,123112,2023-07-25 10:13,143.016,143.099,143.176,143.016,51,72977.0,0.11,0.11,0.155,0.02
43,万讯转债,123112,2023-07-25 10:14,143.14,143.023,143.14,143.023,29,41500.0,0.08,-0.05,-0.076,0.01
44,万讯转债,123112,2023-07-25 10:15,143.074,142.981,143.134,142.981,18,25747.0,0.11,-0.03,-0.042,0.01
45,万讯转债,123112,2023-07-25 10:16,142.98,143.053,143.053,142.923,16,22877.0,0.09,0.05,0.072,0.01
46,万讯转债,123112,2023-07-25 10:17,142.994,142.914,143.074,142.886,41,58637.0,0.13,-0.1,-0.139,0.02
47,万讯转债,123112,2023-07-25 10:18,143.0,143.191,143.191,143.0,6,8585.0,0.13,0.19,0.277,0.0
48,万讯转债,123112,2023-07-25 10:19,143.19,143.374,143.374,143.19,44,63040.0,0.13,0.13,0.183,0.02
49,万讯转债,123112,2023-07-25 10:20,143.303,143.143,143.303,143.143,11,15756.0,0.11,-0.16,-0.231,0.0
50,万讯转债,123112,2023-07-25 10:21,143.124,143.124,143.124,143.124,61,87313.0,0.0,-0.01,-0.019,0.03
51,万讯转债,123112,2023-07-25 10:22,143.124,143.232,143.232,143.124,8,11455.0,0.08,0.08,0.108,0.0
52,万讯转债,123112,2023-07-25 10:23,143.232,143.179,143.232,143.179,9,12889.0,0.04,-0.04,-0.053,0.0
53,万讯转债,123112,2023-07-25 10:24,143.154,143.193,143.201,143.029,102,146033.0,0.12,0.01,0.014,0.05
54,万讯转债,123112,2023-07-25 10:25,143.29,143.372,143.372,143.29,15,21494.0,0.06,0.13,0.179,0.01
55,万讯转债,123112,2023-07-25 10:26,143.438,143.51,143.517,143.438,121,173617.0,0.06,0.1,0.138,0.05
56,万讯转债,123112,2023-07-25 10:27,143.482,143.73,143.73,143.478,339,486753.0,0.18,0.15,0.22,0.15
