,债券名称,债券代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,天箭转债,127071,2023-10-19 09:31,118.89,119.221,119.221,118.48,997,1185679.0,0.62,0.24,0.28,0.2
1,天箭转债,127071,2023-10-19 09:32,119.067,119.202,119.46,119.017,535,638236.0,0.37,-0.02,-0.019,0.11
2,天箭转债,127071,2023-10-19 09:33,119.361,119.217,119.361,119.005,349,416156.0,0.3,0.01,0.015,0.07
3,天箭转债,127071,2023-10-19 09:34,119.37,119.505,119.505,119.036,552,658765.0,0.39,0.24,0.288,0.11
4,天箭转债,127071,2023-10-19 09:35,119.544,119.319,119.544,119.31,260,310415.0,0.2,-0.16,-0.186,0.05
5,天箭转债,127071,2023-10-19 09:36,119.319,119.39,119.39,119.272,170,202859.0,0.1,0.06,0.071,0.03
6,天箭转债,127071,2023-10-19 09:37,119.421,119.464,119.55,119.39,244,291454.0,0.13,0.06,0.074,0.05
7,天箭转债,127071,2023-10-19 09:38,119.543,119.689,119.75,119.543,296,354163.0,0.17,0.19,0.225,0.06
8,天箭转债,127071,2023-10-19 09:39,119.795,119.3,119.877,119.3,989,1183543.0,0.48,-0.33,-0.389,0.2
9,天箭转债,127071,2023-10-19 09:40,119.388,119.401,119.585,119.386,172,205417.0,0.17,0.08,0.101,0.03
10,天箭转债,127071,2023-10-19 09:41,119.4,119.099,119.4,119.0,392,466962.0,0.34,-0.25,-0.302,0.08
11,天箭转债,127071,2023-10-19 09:42,119.188,118.95,119.188,118.95,206,245286.0,0.2,-0.13,-0.149,0.04
12,天箭转债,127071,2023-10-19 09:43,119.002,119.07,119.07,118.905,358,425963.0,0.14,0.1,0.12,0.07
13,天箭转债,127071,2023-10-19 09:44,118.971,118.992,118.992,118.856,31,36860.0,0.11,-0.07,-0.078,0.01
14,天箭转债,127071,2023-10-19 09:45,118.909,118.748,118.909,118.7,277,329090.0,0.18,-0.21,-0.244,0.06
15,天箭转债,127071,2023-10-19 09:46,118.87,118.8,118.87,118.76,323,383788.0,0.09,0.04,0.052,0.07
16,天箭转债,127071,2023-10-19 09:47,118.8,118.798,118.81,118.798,213,253032.0,0.01,0.0,-0.002,0.04
17,天箭转债,127071,2023-10-19 09:48,118.856,118.854,119.046,118.792,222,263910.0,0.21,0.05,0.056,0.04
18,天箭转债,127071,2023-10-19 09:49,119.05,118.805,119.074,118.8,204,242518.0,0.23,-0.04,-0.049,0.04
19,天箭转债,127071,2023-10-19 09:50,118.85,118.855,118.856,118.701,144,171089.0,0.13,0.04,0.05,0.03
20,天箭转债,127071,2023-10-19 09:51,118.854,118.745,118.854,118.738,31,36836.0,0.1,-0.09,-0.11,0.01
21,天箭转债,127071,2023-10-19 09:52,118.839,118.655,118.839,118.655,106,125837.0,0.15,-0.08,-0.09,0.02
22,天箭转债,127071,2023-10-19 09:53,118.806,118.493,118.806,118.493,246,291859.0,0.26,-0.14,-0.162,0.05
23,天箭转债,127071,2023-10-19 09:54,118.55,118.61,118.617,118.55,73,86568.0,0.06,0.1,0.117,0.01
24,天箭转债,127071,2023-10-19 09:55,118.753,118.821,118.824,118.753,113,134230.0,0.06,0.18,0.211,0.02
25,天箭转债,127071,2023-10-19 09:56,118.82,118.686,118.839,118.657,96,114064.0,0.15,-0.11,-0.135,0.02
26,天箭转债,127071,2023-10-19 09:57,118.833,118.814,118.833,118.659,25,29688.0,0.15,0.11,0.128,0.01
27,天箭转债,127071,2023-10-19 09:58,118.812,118.806,118.812,118.677,24,28510.0,0.11,-0.01,-0.008,0.0
28,天箭转债,127071,2023-10-19 09:59,118.806,118.746,118.806,118.668,143,169820.0,0.12,-0.05,-0.06,0.03
29,天箭转债,127071,2023-10-19 10:00,118.75,118.796,118.796,118.678,56,66495.0,0.1,0.04,0.05,0.01
30,天箭转债,127071,2023-10-19 10:01,118.794,118.684,118.794,118.684,92,109234.0,0.09,-0.09,-0.112,0.02
31,天箭转债,127071,2023-10-19 10:02,118.762,118.689,118.762,118.635,107,126980.0,0.11,0.0,0.005,0.02
32,天箭转债,127071,2023-10-19 10:03,118.618,118.725,118.738,118.618,68,80732.0,0.1,0.03,0.036,0.01
33,天箭转债,127071,2023-10-19 10:04,118.736,118.772,118.772,118.734,33,39186.0,0.03,0.04,0.047,0.01
34,天箭转债,127071,2023-10-19 10:05,118.619,118.767,118.768,118.619,30,35627.0,0.13,0.0,-0.005,0.01
35,天箭转债,127071,2023-10-19 10:06,118.764,118.765,118.765,118.764,2,2375.0,0.0,0.0,-0.002,0.0
36,天箭转债,127071,2023-10-19 10:07,118.765,118.68,118.793,118.68,26,30872.0,0.1,-0.07,-0.085,0.01
37,天箭转债,127071,2023-10-19 10:08,118.68,118.786,118.788,118.64,17,20186.0,0.12,0.09,0.106,0.0
38,天箭转债,127071,2023-10-19 10:09,118.94,118.928,118.945,118.713,293,348077.0,0.2,0.12,0.142,0.06
39,天箭转债,127071,2023-10-19 10:10,118.767,119.028,119.028,118.767,42,49954.0,0.22,0.08,0.1,0.01
40,天箭转债,127071,2023-10-19 10:11,119.027,119.099,119.237,119.027,97,115509.0,0.18,0.06,0.071,0.02
41,天箭转债,127071,2023-10-19 10:12,119.1,119.096,119.175,119.096,37,44074.0,0.07,0.0,-0.003,0.01
42,天箭转债,127071,2023-10-19 10:13,119.008,119.088,119.12,119.005,52,61928.0,0.1,-0.01,-0.008,0.01
43,天箭转债,127071,2023-10-19 10:14,119.087,119.087,119.087,119.0,8,9523.0,0.07,0.0,-0.001,0.0
44,天箭转债,127071,2023-10-19 10:15,119.068,118.998,119.085,118.94,219,260612.0,0.12,-0.07,-0.089,0.04
45,天箭转债,127071,2023-10-19 10:16,118.915,119.017,119.021,118.913,25,29739.0,0.09,0.02,0.019,0.01
46,天箭转债,127071,2023-10-19 10:17,119.015,119.032,119.032,118.998,9,10711.0,0.03,0.01,0.015,0.0
