,债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
0,118037,N上声转,57.3,157.3,157.3,130.0,130.0,57.3,4.09,-,-,21266,32867471.0,100.0,817960000,817960000,1.118037,沪A,2023-08-01 16:11:36,2023-08-01
1,110058,永鼎转债,20.0,202.11,202.11,164.551,168.0,33.685,1527.26,5.89,-,3972071,7433882715.0,168.425,525645061,525645061,1.110058,沪A,2023-08-01 16:11:24,2023-08-01
2,111013,新港转债,13.42,248.121,254.495,220.6,224.68,29.363,701.82,7.82,-,2590653,6234246510.0,218.758,915901453,915901453,1.111013,沪A,2023-08-01 16:12:00,2023-08-01
3,127065,瑞鹄转债,7.53,219.369,227.2,200.3,202.5,15.369,478.65,2.05,-,1993993,4334046412.39,204.0,913864930,913864930,0.127065,深A,2023-08-01 15:34:39,2023-08-01
4,113627,太平转债,6.61,121.829,123.876,119.832,120.001,7.556,53.67,34.96,-,429350,521308262.0,114.273,974601543,974601543,1.113627,沪A,2023-08-01 16:11:20,2023-08-01
5,110074,精达转债,4.08,147.28,148.5,141.3,142.0,5.77,106.47,86.5,-,542342,790464405.0,141.51,750247118,750247118,1.110074,沪A,2023-08-01 16:11:54,2023-08-01
6,113582,火炬转债,3.66,164.033,166.98,158.1,158.1,5.788,104.16,7.2,-,434698,714529154.0,158.245,684557279,684557279,1.113582,沪A,2023-08-01 16:11:51,2023-08-01
7,123118,惠城转债,3.59,316.31,316.621,301.302,305.0,10.96,50.74,0.99,-,91219,282037085.43,305.35,568664648,568664648,0.123118,深A,2023-08-01 15:34:27,2023-08-01
8,113628,晨丰转债,3.1,129.703,130.524,125.699,126.102,3.905,75.21,15.36,-,312084,403010192.0,125.798,538174194,538174194,1.113628,沪A,2023-08-01 16:11:12,2023-08-01
9,123167,商络转债,2.16,143.0,144.941,138.45,140.18,3.02,120.48,2.91,-,475975,678468873.032,139.98,564964400,564964400,0.123167,深A,2023-08-01 15:35:00,2023-08-01
10,123188,水羊转债,2.14,166.0,174.5,163.0,163.0,3.473,187.75,1.34,-,1304855,2197136532.491,162.527,1153678420,1153678420,0.123188,深A,2023-08-01 15:34:15,2023-08-01
11,123147,中辰转债,1.72,131.23,133.3,128.51,129.082,2.213,9.87,14.33,-,56330,73966177.35,129.017,748628700,748628700,0.123147,深A,2023-08-01 15:35:03,2023-08-01
12,113578,全筑转债,1.57,91.146,91.65,89.71,89.99,1.406,24.74,1.62,-,94682,86110188.0,89.74,348765703,348765703,1.113578,沪A,2023-08-01 16:11:32,2023-08-01
13,113027,华钰转债,1.51,156.544,157.237,152.4,155.001,2.331,64.34,3.02,-,153489,237963882.0,154.213,373438843,373438843,1.113027,沪A,2023-08-01 16:11:54,2023-08-01
14,113505,杭电转债,1.47,121.659,121.997,118.912,119.818,1.76,17.36,9.66,-,130159,157291803.0,119.899,912077523,912077523,1.113505,沪A,2023-08-01 16:11:15,2023-08-01
15,118021,新致转债,1.44,219.106,226.5,211.676,217.0,3.107,237.15,1.8,-,1147640,2527368972.0,215.999,1060319885,1060319885,1.118021,沪A,2023-08-01 16:11:42,2023-08-01
16,110048,福能转债,1.42,178.2,179.326,176.619,177.0,2.49,4.44,1.3,-,56665,100914171.0,175.71,2274077916,2274077916,1.110048,沪A,2023-08-01 16:11:42,2023-08-01
17,113039,嘉泽转债,1.39,153.0,153.799,148.284,150.9,2.097,10.25,1.6,-,29515,44702158.0,150.903,440472618,440472618,1.113039,沪A,2023-08-01 16:11:38,2023-08-01
18,127014,北方转债,1.29,234.9,239.0,228.0,231.432,3.0,80.14,1.63,-,427855,1009983322.915,231.9,1254066503,1254066503,0.127014,深A,2023-08-01 15:34:39,2023-08-01
19,118025,奕瑞转债,1.27,122.346,122.942,120.9,120.919,1.531,1.38,1.61,-,19738,24153696.0,120.815,1755635737,1755635737,1.118025,沪A,2023-08-01 16:12:03,2023-08-01
20,128105,长集转债,1.14,111.25,112.49,109.696,109.696,1.25,10.99,2.94,-,87895,97800199.7,110.0,889386901,889386901,0.128105,深A,2023-08-01 15:34:42,2023-08-01
21,123050,聚飞转债,1.11,138.331,138.576,136.32,136.8,1.512,10.87,1.08,-,40699,56052624.98,136.819,518142415,518142415,0.123050,深A,2023-08-01 15:34:54,2023-08-01
22,111000,起帆转债,1.03,130.351,130.355,127.802,129.99,1.325,2.15,1.21,-,21502,27807417.0,129.026,1302554527,1302554527,1.111000,沪A,2023-08-01 16:11:48,2023-08-01
23,118035,国力转债,1.01,147.172,147.972,144.01,147.0,1.472,22.79,1.2,-,109385,160197876.0,145.7,706425600,706425600,1.118035,沪A,2023-08-01 16:11:44,2023-08-01
24,113045,环旭转债,0.95,119.109,119.349,117.901,117.901,1.116,0.6,0.73,-,20538,24413413.0,117.993,4109126264,4109126264,1.113045,沪A,2023-08-01 16:11:27,2023-08-01
25,123202,祥源转债,0.94,133.5,136.8,132.063,132.4,1.24,46.93,1.46,-,215884,290221731.952,132.26,614100000,614100000,0.123202,深A,2023-08-01 15:34:24,2023-08-01
26,123012,万顺转债,0.88,170.86,171.56,167.805,169.376,1.484,39.94,0.28,-,48755,82849466.66,169.376,208574099,208574099,0.123012,深A,2023-08-01 15:34:42,2023-08-01
27,127072,博实转债,0.88,144.252,144.447,142.218,143.0,1.252,2.41,1.26,-,10855,15619178.428,143.0,648999413,648999413,0.127072,深A,2023-08-01 15:35:03,2023-08-01
28,127085,韵达转债,0.86,124.474,125.945,123.462,123.487,1.066,2.2,2.68,-,53790,67115779.612,123.408,3049613000,3049613000,0.127085,深A,2023-08-01 15:34:57,2023-08-01
29,128030,天康转债,0.84,240.399,242.549,237.0,238.888,2.011,28.65,1.49,-,22766,54834345.7,238.388,191034508,191034508,0.128030,深A,2023-08-01 15:34:18,2023-08-01
30,113576,起步转债,0.84,95.999,96.0,95.111,95.231,0.799,3.98,1.34,-,10582,10119294.0,95.2,255035743,255035743,1.113576,沪A,2023-08-01 16:11:05,2023-08-01
31,118003,华兴转债,0.78,137.26,137.283,135.332,136.398,1.057,1.78,0.82,-,14225,19361413.0,136.203,1097763341,1097763341,1.118003,沪A,2023-08-01 16:11:32,2023-08-01
32,113588,润达转债,0.75,136.312,136.4,134.599,135.3,1.017,6.12,0.79,-,33578,45575542.0,135.295,747784050,747784050,1.113588,沪A,2023-08-01 16:11:12,2023-08-01
33,127020,中金转债,0.69,138.958,141.099,137.59,138.0,0.958,11.57,2.72,-,349824,488523607.318,138.0,4200181332,4200181332,0.127020,深A,2023-08-01 15:34:48,2023-08-01
34,127086,恒邦转债,0.69,132.148,133.338,131.2,131.45,0.91,2.35,1.43,-,74354,98438595.92,131.238,4175876800,4175876800,0.127086,深A,2023-08-01 15:34:12,2023-08-01
35,123197,光力转债,0.69,142.499,142.7,141.19,141.19,0.979,7.31,0.7,-,29243,41531564.786,141.52,569996000,569996000,0.123197,深A,2023-08-01 15:34:18,2023-08-01
36,118033,华特转债,0.65,131.249,131.356,130.1,130.3,0.854,1.27,0.55,-,8204,10737987.0,130.395,847868540,847868540,1.118033,沪A,2023-08-01 16:11:44,2023-08-01
37,113601,塞力转债,0.64,100.985,103.3,100.3,100.34,0.644,28.0,1.44,-,151967,154646841.0,100.341,548101238,548101238,1.113601,沪A,2023-08-01 16:11:51,2023-08-01
38,113519,长久转债,0.6,131.271,136.39,130.341,130.494,0.777,39.53,4.32,-,275138,365368859.0,130.494,913715602,913715602,1.113519,沪A,2023-08-01 16:11:51,2023-08-01
39,113527,维格转债,0.59,130.594,130.6,129.518,129.828,0.766,10.66,1.06,-,30512,39681082.0,129.828,373714320,373714320,1.113527,沪A,2023-08-01 16:11:51,2023-08-01
40,123115,捷捷转债,0.59,117.075,117.078,116.119,116.448,0.685,0.75,3.62,-,8942,10416220.74,116.39,1398325888,1398325888,0.123115,深A,2023-08-01 15:34:18,2023-08-01
41,127061,美锦转债,0.58,99.95,100.131,99.356,99.475,0.579,1.4,2.19,-,50429,50363889.725,99.371,3587711347,3587711347,0.127061,深A,2023-08-01 15:34:33,2023-08-01
42,123181,亚康转债,0.58,226.5,228.88,219.285,226.0,1.3,86.27,1.74,-,225153,506354047.081,225.2,591165000,591165000,0.123181,深A,2023-08-01 15:34:24,2023-08-01
43,127063,贵轮转债,0.57,169.5,170.126,164.402,166.56,0.964,5.27,0.39,-,82948,138585389.201,168.536,2669983493,2669983493,0.127063,深A,2023-08-01 15:34:36,2023-08-01
44,110072,广汇转债,0.54,94.212,94.306,93.613,93.707,0.505,1.64,1.47,-,55361,52037753.0,93.707,3171100927,3171100927,1.110072,沪A,2023-08-01 16:11:48,2023-08-01
45,113609,永安转债,0.53,122.607,123.266,121.96,122.33,0.65,3.61,1.51,-,26471,32430582.0,121.957,900110708,900110708,1.113609,沪A,2023-08-01 16:11:36,2023-08-01
46,128072,翔鹭转债,0.51,116.757,116.8,116.08,116.16,0.597,2.37,1.41,-,7133,8313298.367,116.16,352143198,352143198,0.128072,深A,2023-08-01 15:35:06,2023-08-01
47,123184,天阳转债,0.51,130.847,131.036,130.001,130.15,0.66,0.5,0.56,-,4884,6377401.759,130.187,1275758250,1275758250,0.123184,深A,2023-08-01 15:34:48,2023-08-01
48,110082,宏发转债,0.46,115.896,116.0,115.2,115.361,0.535,1.22,1.09,-,24395,28210820.0,115.361,2317350951,2317350951,1.110082,沪A,2023-08-01 16:11:32,2023-08-01
49,128041,盛路转债,0.45,366.2,377.386,362.0,365.0,1.644,170.19,0.97,-,89961,331236974.603,364.556,193571123,193571123,0.128041,深A,2023-08-01 15:34:15,2023-08-01
50,118024,冠宇转债,0.43,126.299,127.2,125.533,125.7,0.54,1.99,1.28,-,61426,77634239.0,125.759,3901405285,3901405285,1.118024,沪A,2023-08-01 16:11:44,2023-08-01
51,113058,友发转债,0.41,127.621,127.988,126.651,127.7,0.521,2.54,0.75,-,50831,64803033.0,127.1,2552400857,2552400857,1.113058,沪A,2023-08-01 16:11:44,2023-08-01
52,123161,强联转债,0.41,123.501,123.68,122.52,123.001,0.501,0.41,0.3,-,4953,6097177.557,123.0,1494331842,1494331842,0.123161,深A,2023-08-01 15:34:48,2023-08-01
53,113621,彤程转债,0.39,138.599,139.0,138.039,138.059,0.54,1.37,0.64,-,7352,10186643.0,138.059,743632838,743632838,1.113621,沪A,2023-08-01 16:11:12,2023-08-01
54,113610,灵康转债,0.38,110.119,110.147,109.533,109.6,0.419,1.41,1.99,-,6458,7097888.0,109.7,504184246,504184246,1.113610,沪A,2023-08-01 16:11:48,2023-08-01
55,113535,大业转债,0.38,129.715,130.176,128.599,129.128,0.491,10.08,1.14,-,47165,61124058.0,129.224,607087473,607087473,1.113535,沪A,2023-08-01 16:11:38,2023-08-01
56,113054,绿动转债,0.37,110.999,111.007,110.55,110.55,0.406,1.11,1.46,-,26258,29128330.0,110.593,2619463958,2619463958,1.113054,沪A,2023-08-01 16:11:54,2023-08-01
57,128136,立讯转债,0.36,114.481,114.6,113.901,113.901,0.414,1.76,2.82,-,52694,60238972.648,114.067,3433412149,3433412149,0.128136,深A,2023-08-01 15:34:36,2023-08-01
58,113047,旗滨转债,0.36,125.231,126.299,124.34,125.3,0.446,1.8,0.44,-,27010,33750884.0,124.785,1876756724,1876756724,1.113047,沪A,2023-08-01 16:11:24,2023-08-01
59,123117,健帆转债,0.35,109.716,109.958,109.2,109.251,0.387,0.56,1.06,-,5577,6121062.029,109.329,1096991586,1096991586,0.123117,深A,2023-08-01 15:34:21,2023-08-01
60,123035,利德转债,0.35,129.8,132.0,129.627,131.1,0.454,3.58,3.39,-,28634,37361582.75,129.346,1036762313,1036762313,0.123035,深A,2023-08-01 15:34:51,2023-08-01
61,113017,吉视转债,0.34,111.107,111.293,110.568,110.803,0.378,3.28,1.1,-,37205,41267921.0,110.729,1261000008,1261000008,1.113017,沪A,2023-08-01 16:11:51,2023-08-01
62,128130,景兴转债,0.34,121.612,122.434,121.21,121.21,0.412,1.5,1.19,-,15028,18327485.929,121.2,1214416946,1214416946,0.128130,深A,2023-08-01 15:34:33,2023-08-01
63,128063,未来转债,0.34,119.6,120.903,119.041,119.21,0.4,6.9,13.24,-,43390,51999952.422,119.2,752463998,752463998,0.128063,深A,2023-08-01 15:34:27,2023-08-01
64,113652,伟22转债,0.33,107.958,108.35,107.44,107.5,0.359,0.7,0.93,-,10400,11233273.0,107.599,1594504142,1594504142,1.113652,沪A,2023-08-01 16:11:44,2023-08-01
65,123034,通光转债,0.33,239.896,241.5,238.601,239.18,0.796,41.13,0.37,-,31991,76797897.25,239.1,186581753,186581753,0.123034,深A,2023-08-01 15:34:48,2023-08-01
66,123165,回天转债,0.33,115.833,115.987,114.927,115.449,0.383,1.57,1.62,-,13356,15441625.803,115.45,984557218,984557218,0.123165,深A,2023-08-01 15:34:09,2023-08-01
67,123049,维尔转债,0.32,100.658,100.824,100.293,100.4,0.32,0.68,0.74,-,6223,6258363.05,100.338,923014735,923014735,0.123049,深A,2023-08-01 15:35:00,2023-08-01
68,127015,希望转债,0.32,108.442,108.76,108.0,108.1,0.342,1.15,1.31,-,10876,11801149.877,108.1,1029635752,1029635752,0.127015,深A,2023-08-01 15:34:42,2023-08-01
69,127067,恒逸转2,0.3,111.739,111.89,111.208,111.4,0.339,0.18,0.54,-,5448,6078881.583,111.4,3351942499,3351942499,0.127067,深A,2023-08-01 15:34:39,2023-08-01
70,128123,国光转债,0.3,124.058,124.189,123.041,123.685,0.373,2.88,0.59,-,9201,11381033.461,123.685,396879903,396879903,0.128123,深A,2023-08-01 15:34:24,2023-08-01
71,123149,通裕转债,0.3,126.999,129.0,126.421,129.0,0.381,1.17,1.59,-,17334,22004292.546,126.618,1885067239,1885067239,0.123149,深A,2023-08-01 15:34:36,2023-08-01
72,113043,财通转债,0.29,110.622,111.048,110.0,110.48,0.322,2.96,1.18,-,112556,124446252.0,110.3,4203282452,4203282452,1.113043,沪A,2023-08-01 16:11:44,2023-08-01
73,110081,闻泰转债,0.27,110.6,110.9,110.348,110.403,0.3,0.55,0.82,-,47536,52597324.0,110.3,9509086062,9509086062,1.110081,沪A,2023-08-01 16:11:38,2023-08-01
74,110052,贵广转债,0.27,147.48,149.0,146.503,147.082,0.398,39.77,0.58,-,114634,169243975.0,147.082,425116999,425116999,1.110052,沪A,2023-08-01 16:11:56,2023-08-01
75,128039,三力转债,0.27,121.58,121.664,121.002,121.258,0.322,3.94,0.98,-,7967,9665254.855,121.258,246061993,246061993,0.128039,深A,2023-08-01 15:34:18,2023-08-01
76,110089,兴发转债,0.25,115.826,115.843,115.115,115.5,0.293,1.41,0.46,-,39351,45385409.0,115.533,3242935381,3242935381,1.110089,沪A,2023-08-01 16:11:36,2023-08-01
77,113656,嘉诚转债,0.25,116.817,116.94,116.418,116.523,0.293,0.35,0.47,-,2795,3261940.0,116.524,934520931,934520931,1.113656,沪A,2023-08-01 16:11:32,2023-08-01
78,123131,奥飞转债,0.25,128.902,129.207,128.26,128.61,0.322,0.97,0.53,-,6132,7890998.505,128.58,818231096,818231096,0.123131,深A,2023-08-01 15:34:21,2023-08-01
79,123166,蒙泰转债,0.24,128.03,128.1,126.977,127.5,0.31,1.32,0.95,-,3962,5054570.781,127.72,384087311,384087311,0.123166,深A,2023-08-01 15:34:33,2023-08-01
80,128125,华阳转债,0.24,114.5,115.124,113.85,113.85,0.276,5.43,0.67,-,24399,27965816.156,114.224,514968559,514968559,0.128125,深A,2023-08-01 15:34:27,2023-08-01
81,127080,声迅转债,0.24,166.6,167.953,165.102,166.0,0.4,27.47,0.8,-,76888,128037348.89,166.2,466324729,466324729,0.127080,深A,2023-08-01 15:34:48,2023-08-01
